時間[s] 推定速度[km/h] 実速度[km/h]
25.12337 3.77085027779826 1742.4
25.13602 3.77085027779826 1742.4
25.1479 3.77085027779826 1742.4
25.15993 3.77085027779826 1742.4
25.17301 3.77085027779826 1742.4
25.18483 3.945312815625 1742.4
25.19674 3.945312815625 1742.4
25.20843 3.945312815625 1742.4
25.22134 3.945312815625 1742.4
25.24211 3.945312815625 1742.4
25.25474 3.945312815625 1742.4
25.26762 3.945312815625 1742.4
25.27944 3.94437043930993 1738.8
25.29149 3.94437043930993 1738.8
25.30365 3.94437043930993 1738.8
25.31576 3.94437043930993 1738.8
25.32759 3.92896693732863 1738.8
25.33975 3.92896693732863 1738.8
25.35141 3.92896693732863 1738.8
25.36393 3.92896693732863 1738.8
25.37607 3.91971581378076 1738.8
25.38815 3.91971581378076 1738.8
25.39993 3.91971581378076 1738.8
25.41159 3.91971581378076 1738.8
25.42363 3.84036747872358 1731.6
25.43481 3.84036747872358 1731.6
25.44723 3.84036747872358 1731.6
25.45966 3.84036747872358 1731.6
25.47165 3.83065022525214 1731.6
25.48349 3.83065022525214 1731.6
25.49537 3.83065022525214 1731.6
25.50733 3.83065022525214 1731.6
25.51897 3.80517187311464 1731.6
25.53066 3.80517187311464 1731.6
25.54264 3.80517187311464 1731.6
25.5547 3.80517187311464 1731.6
25.56671 3.79550894861402 1731.6
25.5786 3.79550894861402 1731.6
25.59052 3.79550894861402 1731.6
25.60218 3.79550894861402 1731.6
25.61408 3.79035105363235 1731.6
25.62572 3.79035105363235 1731.6
25.63829 3.79035105363235 1731.6
25.65044 3.79035105363235 1731.6
25.66209 3.73715899284558 1731.6
25.67431 3.73715899284558 1731.6
25.68707 3.73715899284558 1731.6
25.69877 3.73715899284558 1731.6
25.71126 3.73374237535023 1724.4
25.72327 3.73374237535023 1724.4
25.74319 3.73374237535023 1724.4
25.75663 3.72772724349627 1724.4
25.76825 3.72772724349627 1724.4
25.78041 3.72772724349627 1724.4
25.79283 3.72772724349627 1724.4
25.80502 3.7290142748744 1724.4
25.817 3.7290142748744 1724.4
25.82943 3.7290142748744 1724.4
25.84149 3.7290142748744 1724.4
25.85392 3.72024571399039 1724.4
25.86584 3.72024571399039 1724.4
25.87777 3.72024571399039 1724.4
25.89046 3.72024571399039 1724.4
25.90229 3.7077180925723 1724.4
25.91501 3.7077180925723 1724.4
25.92705 3.7077180925723 1724.4
25.93921 3.7077180925723 1724.4
25.9507 3.7149418018401 1720.8
25.96327 3.7149418018401 1720.8
25.9749 3.7149418018401 1720.8
25.98733 3.7149418018401 1720.8
25.99887 3.68886229960555 1720.8
26.01197 3.68886229960555 1720.8
26.02381 3.68886229960555 1720.8
26.0372 3.68886229960555 1720.8
26.04886 3.69435227617367 1720.8
26.06098 3.69435227617367 1720.8
26.07354 3.69435227617367 1720.8
26.0862 3.69435227617367 1720.8
26.09871 3.68568717874591 1720.8
26.11083 3.68568717874591 1720.8
26.12279 3.68568717874591 1720.8
26.13474 3.68568717874591 1720.8
26.14744 3.6860071433308 1720.8
26.15978 3.6860071433308 1720.8
26.17187 3.6860071433308 1720.8
26.18388 3.6860071433308 1720.8
26.19663 3.68025164894053 1710
26.20874 3.68025164894053 1710
26.22057 3.68025164894053 1710
26.23229 3.68025164894053 1710
26.25509 3.67786249044854 1710
26.26725 3.67786249044854 1710
26.27925 3.67786249044854 1710
26.29292 3.59138144389541 1695.6
26.30521 3.59138144389541 1695.6
26.31729 3.59138144389541 1695.6
26.32887 3.59138144389541 1695.6
26.3407 3.60663201425416 1695.6
26.35307 3.60663201425416 1695.6
26.36547 3.60663201425416 1695.6
26.37728 3.60663201425416 1695.6
26.38981 3.60663201425416 1695.6
26.40105 3.60663201425416 1695.6
26.41363 3.60663201425416 1695.6
26.42566 3.60663201425416 1695.6
26.43787 3.61171553770708 1695.6
26.44948 3.61171553770708 1695.6
26.4611 3.61171553770708 1695.6
26.49443 3.61171553770708 1695.6
26.50613 3.61171553770708 1684.8
26.51834 3.61171553770708 1684.8
26.53014 3.61171553770708 1684.8
26.54162 3.61171553770708 1684.8
26.55448 3.60143809701191 1684.8
26.56674 3.60143809701191 1684.8
26.57828 3.60143809701191 1684.8
26.58964 3.60143809701191 1684.8
26.60149 3.61160514391774 1684.8
26.61369 3.61160514391774 1684.8
26.62544 3.61160514391774 1684.8
26.6372 3.61160514391774 1684.8
26.64927 3.61160514391774 1681.2
26.66094 3.61160514391774 1681.2
26.6727 3.61160514391774 1681.2
26.68504 3.61160514391774 1681.2
26.69687 3.61160514391774 1681.2
26.70885 3.61160514391774 1681.2
26.72081 3.61160514391774 1681.2
26.73274 3.61160514391774 1681.2
26.75311 3.61160514391774 1681.2
26.76544 3.61160514391774 1681.2
26.77767 3.61160514391774 1681.2
26.79028 3.58331458355868 1677.6
26.80249 3.58331458355868 1677.6
26.81455 3.58331458355868 1677.6
26.8264 3.58331458355868 1677.6
26.8413 3.58331458355868 1677.6
26.85353 3.58331458355868 1677.6
26.86509 3.58331458355868 1677.6
26.87755 3.58331458355868 1677.6
26.88968 3.54220482077799 1677.6
26.90158 3.54220482077799 1677.6
26.91315 3.54220482077799 1677.6
26.92551 3.54220482077799 1677.6
26.93797 3.54728834423091 1674
26.94993 3.54728834423091 1674
26.9623 3.54728834423091 1674
26.97474 3.54728834423091 1674
26.98686 3.54728834423091 1674
26.99829 3.54728834423091 1674
27.00972 3.54728834423091 1674
27.02198 3.54728834423091 1674
27.03364 3.54728834423091 1663.2
27.04564 3.54728834423091 1663.2
27.05819 3.54728834423091 1663.2
27.07037 3.54728834423091 1663.2
27.08285 3.51645602214539 1663.2
27.09461 3.51645602214539 1663.2
27.11174 3.51645602214539 1663.2
27.12369 3.51645602214539 1663.2
27.13555 3.51645602214539 1663.2
27.14725 3.51645602214539 1663.2
27.15913 3.51645602214539 1663.2
27.17164 3.51645602214539 1663.2
27.18361 3.51645602214539 1659.6
27.19522 3.51645602214539 1659.6
27.20871 3.51645602214539 1659.6
27.22048 3.51645602214539 1659.6
27.23268 3.51126210490313 1659.6
27.24422 3.51126210490313 1659.6
27.26408 3.51126210490313 1659.6
27.27666 3.51126210490313 1652.4
27.28844 3.51126210490313 1652.4
27.30118 3.51126210490313 1652.4
27.31324 3.51126210490313 1652.4
27.32549 3.51126210490313 1652.4
27.33772 3.51126210490313 1652.4
27.35021 3.51126210490313 1652.4
27.36194 3.51126210490313 1652.4
27.37444 3.50098466420796 1648.8
27.38663 3.50098466420796 1648.8
27.3988 3.50098466420796 1648.8
27.41022 3.50098466420796 1648.8
27.42283 3.50098466420796 1648.8
27.43478 3.50098466420796 1648.8
27.44631 3.50098466420796 1648.8
27.45866 3.50098466420796 1648.8
27.47072 3.50352642593442 1641.6
27.48358 3.50352642593442 1641.6
27.49506 3.50352642593442 1641.6
27.50674 3.50352642593442 1641.6
27.51896 3.49324898523924 1641.6
27.53151 3.49324898523924 1641.6
27.54377 3.49324898523924 1641.6
27.55615 3.49324898523924 1641.6
27.56812 3.49324898523924 1641.6
27.58036 3.49324898523924 1641.6
27.59197 3.49324898523924 1641.6
27.60411 3.49324898523924 1641.6
27.61651 3.46241666315373 1634.4
27.62856 3.46241666315373 1634.4
27.64086 3.46241666315373 1634.4
27.65294 3.46241666315373 1634.4
27.66484 3.46241666315373 1634.4
27.67711 3.46241666315373 1634.4
27.68878 3.46241666315373 1634.4
27.70122 3.46241666315373 1634.4
27.71331 3.4700419483331 1620
27.72602 3.4700419483331 1620
27.73816 3.4700419483331 1620
27.75008 3.4700419483331 1620
27.771 3.45976450763793 1609.2
27.78249 3.45976450763793 1609.2
27.79502 3.45976450763793 1609.2
27.80818 3.46993155454376 1609.2
27.82071 3.46993155454376 1609.2
27.8322 3.46993155454376 1609.2
27.84439 3.46993155454376 1609.2
27.85693 3.44937667315342 1602
27.86895 3.44937667315342 1602
27.88142 3.44937667315342 1602
27.89412 3.44937667315342 1602
27.90672 3.44937667315342 1602
27.91905 3.44937667315342 1602
27.93093 3.44937667315342 1602
27.9427 3.44937667315342 1602
27.95583 3.43909923245824 1602
27.96754 3.43909923245824 1602
27.97958 3.43909923245824 1602
27.99166 3.43909923245824 1602
28.00359 3.44672451763762 1594.8
28.01505 3.44672451763762 1594.8
28.02677 3.44672451763762 1594.8
28.03907 3.44672451763762 1594.8
28.05146 3.42616963624727 1594.8
28.0628 3.42616963624727 1594.8
28.07438 3.42616963624727 1594.8
28.08758 3.42616963624727 1594.8
28.09948 3.42616963624727 1584
28.11154 3.42616963624727 1584
28.1234 3.42616963624727 1584
28.13549 3.42616963624727 1584
28.14716 3.42871139797373 1584
28.15938 3.42871139797373 1584
28.17125 3.42871139797373 1584
28.18327 3.42871139797373 1584
28.1953 3.40815651658339 1584
28.20692 3.40815651658339 1584
28.21861 3.40815651658339 1584
28.23067 3.40815651658339 1584
28.24226 3.40815651658339 1576.8
28.25469 3.40815651658339 1576.8
28.27469 3.40815651658339 1576.8
28.28739 3.36958851552915 1576.8
28.29914 3.36958851552915 1576.8
28.31058 3.36958851552915 1576.8
28.32343 3.36958851552915 1576.8
28.3355 3.33875619344363 1576.8
28.34724 3.33875619344363 1576.8
28.35886 3.33875619344363 1576.8
28.37168 3.33875619344363 1576.8
28.38356 3.33875619344363 1576.8
28.39546 3.33875619344363 1576.8
28.4074 3.33875619344363 1576.8
28.41982 3.33875619344363 1576.8
28.4321 3.32074307377975 1576.8
28.44424 3.32074307377975 1576.8
28.45702 3.32074307377975 1576.8
28.46869 3.32074307377975 1576.8
28.48102 3.32074307377975 1569.6
28.4925 3.32074307377975 1569.6
28.50526 3.32074307377975 1569.6
28.51721 3.32074307377975 1569.6
28.52909 3.32836835895912 1569.6
28.54115 3.32836835895912 1569.6
28.55269 3.32836835895912 1569.6
28.5644 3.32836835895912 1569.6
28.57666 3.30781347756878 1551.6
28.5893 3.30781347756878 1551.6
28.60403 3.30781347756878 1551.6
28.61562 3.30781347756878 1551.6
28.62806 3.30781347756878 1551.6
28.64064 3.30781347756878 1551.6
28.65263 3.30781347756878 1551.6
28.66452 3.30781347756878 1551.6
28.67631 3.27952291720972 1551.6
28.68873 3.27952291720972 1551.6
28.70127 3.27952291720972 1551.6
28.71321 3.27952291720972 1551.6
28.72555 3.27952291720972 1551.6
28.73819 3.27952291720972 1551.6
28.75098 3.27952291720972 1551.6
28.76305 3.27952291720972 1551.6
28.78414 3.28460644066263 1533.6
28.79644 3.28460644066263 1533.6
28.80915 3.28460644066263 1533.6
28.82182 3.26405155927229 1533.6
28.83322 3.26405155927229 1533.6
28.84483 3.26405155927229 1533.6
28.85725 3.26405155927229 1533.6
28.8699 3.26659332099875 1533.6
28.88195 3.26659332099875 1533.6
28.89384 3.26659332099875 1533.6
28.90639 3.26659332099875 1533.6
28.91882 3.26659332099875 1533.6
28.93081 3.26659332099875 1533.6
28.94272 3.26659332099875 1533.6
28.95465 3.26659332099875 1533.6
28.96702 3.27167684445166 1522.8
28.97914 3.27167684445166 1522.8
28.99088 3.27167684445166 1522.8
29.00304 3.27167684445166 1522.8
29.01519 3.27167684445166 1522.8
29.0269 3.27167684445166 1522.8
29.03907 3.27167684445166 1522.8
29.05058 3.27167684445166 1522.8
29.06345 3.25112196306132 1512
29.07534 3.25112196306132 1512
29.08764 3.25112196306132 1512
29.0993 3.25112196306132 1512
29.11175 3.25620548651424 1512
29.12359 3.25620548651424 1512
29.13601 3.25620548651424 1512
29.14782 3.25620548651424 1512
29.15972 3.20481828303837 1512
29.17349 3.20481828303837 1512
29.18551 3.20481828303837 1512
29.19799 3.20481828303837 1512
29.21035 3.2149853299442 1501.2
29.22257 3.2149853299442 1501.2
29.23404 3.2149853299442 1501.2
29.24682 3.2149853299442 1501.2
29.25868 3.22261061512358 1501.2
29.27058 3.22261061512358 1501.2
29.29064 3.22261061512358 1501.2
29.30414 3.22261061512358 1501.2
29.31578 3.22261061512358 1501.2
29.32765 3.22261061512358 1501.2
29.34503 3.22261061512358 1501.2
29.35798 3.2539065103125 1490.4
29.36997 3.2539065103125 1490.4
29.38312 3.2539065103125 1490.4
29.3957 3.2539065103125 1490.4
29.40766 3.25078054007273 1490.4
29.41996 3.25078054007273 1490.4
29.4321 3.25078054007273 1490.4
29.44401 3.25078054007273 1490.4
29.45641 3.25078054007273 1479.6
29.46787 3.25078054007273 1479.6
29.48061 3.25078054007273 1479.6
29.49248 3.25078054007273 1479.6
29.50494 3.25599248651802 1479.6
29.51674 3.25599248651802 1479.6
29.5291 3.25599248651802 1479.6
29.54156 3.25599248651802 1479.6
29.55402 3.21515984826101 1479.6
29.56632 3.21515984826101 1479.6
29.57835 3.21515984826101 1479.6
29.59019 3.21515984826101 1479.6
29.60249 3.22175111149584 1468.8
29.61526 3.22175111149584 1468.8
29.62783 3.22175111149584 1468.8
29.63981 3.22175111149584 1468.8
29.65193 3.18150294036799 1468.8
29.66381 3.18150294036799 1468.8
29.67554 3.18150294036799 1468.8
29.68753 3.18150294036799 1468.8
29.69987 3.17807581968612 1468.8
29.71291 3.17807581968612 1468.8
29.72486 3.17807581968612 1468.8
29.73731 3.17807581968612 1468.8
29.74919 3.1799893855715 1465.2
29.76115 3.1799893855715 1465.2
29.77284 3.1799893855715 1465.2
29.79329 3.1799893855715 1465.2
29.80618 3.14531569174227 1465.2
29.81891 3.14531569174227 1465.2
29.83104 3.14531569174227 1465.2
29.84316 3.14531569174227 1465.2
29.85538 3.10160230092929 1454.4
29.86722 3.10160230092929 1454.4
29.87901 3.10160230092929 1454.4
29.89171 3.10160230092929 1454.4
29.90486 3.10160230092929 1454.4
29.91637 3.10160230092929 1454.4
29.92816 3.10160230092929 1454.4
29.94122 3.10160230092929 1454.4
29.95361 3.07076997884377 1454.4
29.96486 3.07076997884377 1454.4
29.97685 3.07076997884377 1454.4
29.99011 3.07076997884377 1454.4
30.00175 3.07585350229669 1454.4
30.01494 3.07585350229669 1454.4
30.0267 3.07585350229669 1454.4
30.03894 3.07585350229669 1454.4
30.05052 3.04502118021117 1440
30.06225 3.04502118021117 1440
30.07465 3.04502118021117 1440
30.08662 3.04502118021117 1440
30.09842 3.132812750625 1440
30.10985 3.132812750625 1440
30.12189 3.132812750625 1440
30.13403 3.132812750625 1440
30.14614 3.132812750625 1440
30.15846 3.132812750625 1440
30.17144 3.132812750625 1440
30.18322 3.132812750625 1440
30.19549 3.09538343383805 1440
30.20743 3.09538343383805 1440
30.21985 3.09538343383805 1440
30.23142 3.09538343383805 1440
30.24315 3.09310181034791 1440
30.25548 3.09310181034791 1440
30.26745 3.09310181034791 1440
30.27941 3.09310181034791 1440
30.29886 3.10543030665794 1429.2
30.31192 3.10543030665794 1429.2
30.32558 3.10543030665794 1429.2
30.33799 3.08942965339178 1429.2
30.34962 3.08942965339178 1429.2
30.36154 3.08942965339178 1429.2
30.37379 3.08942965339178 1429.2
30.38626 3.08346706124761 1422
30.39781 3.08346706124761 1422
30.41023 3.08346706124761 1422
30.42235 3.08346706124761 1422
30.43448 3.04620875414809 1422
30.4468 3.04620875414809 1422
30.45853 3.04620875414809 1422
30.47038 3.04620875414809 1422
30.4824 3.0504434575179 1422
30.49468 3.0504434575179 1422
30.50668 3.0504434575179 1422
30.51843 3.0504434575179 1422
30.5313 3.04819441661683 1411.2
30.54336 3.04819441661683 1411.2
30.55586 3.04819441661683 1411.2
30.56782 3.04819441661683 1411.2
30.58002 3.0582269182194 1411.2
30.59287 3.0582269182194 1411.2
30.60541 3.0582269182194 1411.2
30.61711 3.0582269182194 1411.2
30.62936 3.02073291799532 1407.6
30.64161 3.02073291799532 1407.6
30.65363 3.02073291799532 1407.6
30.66523 3.02073291799532 1407.6
30.67721 3.0286833996086 1407.6
30.68948 3.0286833996086 1407.6
30.70148 3.0286833996086 1407.6
30.71313 3.0286833996086 1407.6
30.72512 3.04400166115403 1389.6
30.737 3.04400166115403 1389.6
30.74893 3.04400166115403 1389.6
30.76084 3.04400166115403 1389.6
30.77342 3.05284925041065 1389.6
30.78606 3.05284925041065 1389.6
30.80605 3.05284925041065 1389.6
30.81865 3.05789468678975 1389.6
30.83105 3.05789468678975 1389.6
30.84299 3.05789468678975 1389.6
30.85528 3.05789468678975 1389.6
30.86737 3.04051418387018 1386
30.87996 3.04051418387018 1386
30.89172 3.04051418387018 1386
30.904 3.04051418387018 1386
30.916 3.04392065536716 1386
30.92834 3.04392065536716 1386
30.94079 3.04392065536716 1386
30.95198 3.04392065536716 1386
30.96471 3.03489538858453 1378.8
30.977 3.03489538858453 1378.8
30.98927 3.03489538858453 1378.8
31.00064 3.03489538858453 1378.8
31.01317 3.03635332870338 1378.8
31.02509 3.03635332870338 1378.8
31.0373 3.03635332870338 1378.8
31.04903 3.03635332870338 1378.8
31.06196 3.03659579584321 1378.8
31.07396 3.03659579584321 1378.8
31.08609 3.03659579584321 1378.8
31.09856 3.03659579584321 1378.8
31.11016 3.00900436540695 1371.6
31.12239 3.00900436540695 1371.6
31.13449 3.00900436540695 1371.6
31.14672 3.00900436540695 1371.6
31.15964 3.0017638066034 1371.6
31.17217 3.0017638066034 1371.6
31.184 3.0017638066034 1371.6
31.19646 3.0017638066034 1371.6
31.20866 2.98123821651716 1364.4
31.2212 2.98123821651716 1364.4
31.23304 2.98123821651716 1364.4
31.24524 2.98123821651716 1364.4
31.25821 2.9772666039055 1364.4
31.27009 2.9772666039055 1364.4
31.28288 2.9772666039055 1364.4
31.29504 2.9772666039055 1364.4
31.31559 2.91449216532268 1360.8
31.32747 2.91449216532268 1360.8
31.34022 2.91449216532268 1360.8
31.35288 2.91457562173188 1360.8
31.36526 2.91457562173188 1360.8
31.37771 2.91457562173188 1360.8
31.39277 2.91457562173188 1360.8
31.40491 2.90710975715692 1357.2
31.41694 2.90710975715692 1357.2
31.42933 2.90710975715692 1357.2
31.44209 2.90710975715692 1357.2
31.45479 2.89039694957978 1357.2
31.46652 2.89039694957978 1357.2
31.47902 2.89039694957978 1357.2
31.49142 2.89039694957978 1357.2
31.50362 2.8853846726829 1353.6
31.5154 2.8853846726829 1353.6
31.52779 2.8853846726829 1353.6
31.5399 2.8853846726829 1353.6
31.55687 2.87183538923792 1353.6
31.56981 2.87183538923792 1353.6
31.58194 2.87183538923792 1353.6
31.594 2.87183538923792 1353.6
31.60642 2.87126251286361 1339.2
31.61857 2.87126251286361 1339.2
31.63121 2.87126251286361 1339.2
31.64326 2.87126251286361 1339.2
31.65611 2.87296229554596 1339.2
31.6692 2.87296229554596 1339.2
31.6815 2.87296229554596 1339.2
31.69327 2.87296229554596 1339.2
31.70614 2.85274346445168 1328.4
31.71844 2.85274346445168 1328.4
31.73051 2.85274346445168 1328.4
31.74224 2.85274346445168 1328.4
31.75542 2.85449620273574 1328.4
31.76774 2.85449620273574 1328.4
31.77936 2.85449620273574 1328.4
31.7916 2.85449620273574 1328.4
31.8198 2.84296802290988 1328.4
31.83227 2.84296802290988 1328.4
31.84447 2.84296802290988 1328.4
31.85748 2.84482175269687 1321.2
31.86909 2.84482175269687 1321.2
31.88136 2.84482175269687 1321.2
31.8938 2.84482175269687 1321.2
31.90647 2.84076266598673 1321.2
31.91799 2.84076266598673 1321.2
31.92998 2.84076266598673 1321.2
31.94176 2.84076266598673 1321.2
31.95422 2.84203738062111 1321.2
31.96625 2.84203738062111 1321.2
31.97786 2.84203738062111 1321.2
31.99025 2.84203738062111 1321.2
32.00212 2.8319294062001 1310.4
32.01424 2.8319294062001 1310.4
32.02637 2.8319294062001 1310.4
32.03838 2.8319294062001 1310.4
32.05115 2.84102027633812 1310.4
32.0632 2.84102027633812 1310.4
32.07534 2.84102027633812 1310.4
32.08779 2.84102027633812 1310.4
32.10001 2.83039798566711 1303.2
32.11221 2.83039798566711 1303.2
32.12408 2.83039798566711 1303.2
32.13614 2.83039798566711 1303.2
32.14783 2.83320777571312 1303.2
32.15956 2.83320777571312 1303.2
32.172 2.83320777571312 1303.2
32.18389 2.83320777571312 1303.2
32.19567 2.79071861302909 1303.2
32.20729 2.79071861302909 1303.2
32.21906 2.79071861302909 1303.2
32.23156 2.79071861302909 1303.2
32.24343 2.80476756325912 1296
32.25536 2.80476756325912 1296
32.26752 2.80476756325912 1296
32.27927 2.80476756325912 1296
32.29162 2.77290069124611 1296
32.30355 2.77290069124611 1296
32.3237 2.77290069124611 1296
32.33597 2.77290069124611 1281.6
32.34784 2.77290069124611 1281.6
32.36067 2.77290069124611 1281.6
32.37365 2.77290069124611 1281.6
32.38625 2.77571048129211 1281.6
32.39771 2.77571048129211 1281.6
32.40948 2.77571048129211 1281.6
32.42185 2.77571048129211 1281.6
32.43338 2.7544658999501 1281.6
32.44513 2.7544658999501 1281.6
32.45732 2.7544658999501 1281.6
32.46918 2.7544658999501 1281.6
32.4819 2.76177922753666 1281.6
32.49369 2.76177922753666 1281.6
32.5059 2.76177922753666 1281.6
32.51834 2.76177922753666 1281.6
32.53124 2.76475372485337 1267.2
32.54342 2.76475372485337 1267.2
32.55542 2.76475372485337 1267.2
32.56684 2.76475372485337 1267.2
32.57883 2.7344269193381 1263.6
32.59161 2.7344269193381 1263.6
32.60374 2.7344269193381 1263.6
32.61531 2.7344269193381 1263.6
32.62712 2.74246073771417 1263.6
32.63977 2.74246073771417 1263.6
32.6525 2.74246073771417 1263.6
32.666 2.74246073771417 1263.6
32.6779 2.72250318775029 1256.4
32.69416 2.72250318775029 1256.4
32.70658 2.72250318775029 1256.4
32.71885 2.72250318775029 1256.4
32.73155 2.72997649762929 1256.4
32.74401 2.72997649762929 1256.4
32.75574 2.72997649762929 1256.4
32.76731 2.72997649762929 1256.4
32.78038 2.73092012149814 1256.4
32.79269 2.73092012149814 1256.4
32.8047 2.73092012149814 1256.4
32.82396 2.73092012149814 1256.4
32.83688 2.71545379233106 1249.2
32.8488 2.71545379233106 1249.2
32.86055 2.71545379233106 1249.2
32.87214 2.71545379233106 1249.2
32.884 2.71894260589777 1249.2
32.89574 2.71894260589777 1249.2
32.90762 2.71894260589777 1249.2
32.92056 2.71894260589777 1249.2
32.93225 2.68315854725204 1249.2
32.94443 2.68315854725204 1249.2
32.95606 2.68315854725204 1249.2
32.96835 2.68315854725204 1249.2
32.98052 2.68854728285282 1238.4
32.99255 2.68854728285282 1238.4
33.00442 2.68854728285282 1238.4
33.01627 2.68854728285282 1238.4
33.02855 2.69418417077469 1238.4
33.04082 2.69418417077469 1238.4
33.05256 2.69418417077469 1238.4
33.06455 2.69418417077469 1238.4
33.07694 2.70014588634029 1227.6
33.08926 2.70014588634029 1227.6
33.10124 2.70014588634029 1227.6
33.1132 2.70014588634029 1227.6
33.12526 2.67410103640399 1227.6
33.1374 2.67410103640399 1227.6
33.14948 2.67410103640399 1227.6
33.16187 2.67410103640399 1227.6
33.17459 2.66984100414664 1220.4
33.18658 2.66984100414664 1220.4
33.1991 2.66984100414664 1220.4
33.21111 2.66984100414664 1220.4
33.22358 2.68511705000428 1220.4
33.23496 2.68511705000428 1220.4
33.24775 2.68511705000428 1220.4
33.25996 2.68511705000428 1220.4
33.27223 2.66863578117252 1206
33.28396 2.66863578117252 1206
33.2966 2.66863578117252 1206
33.30857 2.66863578117252 1206
33.32954 2.67341806549357 1206
33.34268 2.67341806549357 1206
33.3553 2.67341806549357 1206
33.3683 2.68192980083256 1206
33.38027 2.68192980083256 1206
33.39244 2.68192980083256 1206
33.40449 2.68192980083256 1206
33.41703 2.66381366391192 1202.4
33.4291 2.66381366391192 1202.4
33.44127 2.66381366391192 1202.4
33.45406 2.66381366391192 1202.4
33.46611 2.66527160403077 1202.4
33.47838 2.66527160403077 1202.4
33.49088 2.66527160403077 1202.4
33.50256 2.66527160403077 1202.4
33.51485 2.67563718880316 1191.6
33.52696 2.67563718880316 1191.6
33.53965 2.67563718880316 1191.6
33.55153 2.67563718880316 1191.6
33.56359 2.64428463304014 1191.6
33.5762 2.64428463304014 1191.6
33.58825 2.64428463304014 1191.6
33.60014 2.64428463304014 1191.6
33.61206 2.65056571313216 1191.6
33.62445 2.65056571313216 1191.6
33.63638 2.65056571313216 1191.6
33.64894 2.65056571313216 1191.6
33.66087 2.61869884111914 1184.4
33.67331 2.61869884111914 1184.4
33.68532 2.61869884111914 1184.4
33.69757 2.61869884111914 1184.4
33.71002 2.61869884111914 1184.4
33.72223 2.61869884111914 1184.4
33.73441 2.61869884111914 1184.4
33.7467 2.61869884111914 1184.4
33.75967 2.60307383986914 1184.4
33.77164 2.60307383986914 1184.4
33.78956 2.60307383986914 1184.4
33.80223 2.60307383986914 1184.4
33.81479 2.60476758736368 1184.4
33.83526 2.60476758736368 1184.4
33.84766 2.60476758736368 1184.4
33.86057 2.5764920821804 1180.8
33.87277 2.5764920821804 1180.8
33.88501 2.5764920821804 1180.8
33.89751 2.5764920821804 1180.8
33.90987 2.57972589617269 1180.8
33.92186 2.57972589617269 1180.8
33.93337 2.57972589617269 1180.8
33.94556 2.57972589617269 1180.8
33.95827 2.58511463177346 1166.4
33.97066 2.58511463177346 1166.4
33.98197 2.58511463177346 1166.4
33.99453 2.58511463177346 1166.4
34.00637 2.57901318647287 1166.4
34.01842 2.57901318647287 1166.4
34.03011 2.57901318647287 1166.4
34.04224 2.57901318647287 1166.4
34.05482 2.59749481204467 1166.4
34.06688 2.59749481204467 1166.4
34.07956 2.59749481204467 1166.4
34.09158 2.59749481204467 1166.4
34.1032 2.57220845182238 1166.4
34.11601 2.57220845182238 1166.4
34.12797 2.57220845182238 1166.4
34.14024 2.57220845182238 1166.4
34.152 2.5777511345278 1166.4
34.16378 2.5777511345278 1166.4
34.17608 2.5777511345278 1166.4
34.18857 2.5777511345278 1166.4
34.20037 2.5861156861168 1166.4
34.21223 2.5861156861168 1166.4
34.22424 2.5861156861168 1166.4
34.23637 2.5861156861168 1166.4
34.24843 2.56866104919615 1166.4
34.26035 2.56866104919615 1166.4
34.27497 2.56866104919615 1166.4
34.28684 2.56866104919615 1166.4
34.2991 2.57011898931501 1162.8
34.31092 2.57011898931501 1162.8
34.32328 2.57011898931501 1162.8
34.34386 2.57011898931501 1162.8
34.3562 2.57767478404139 1162.8
34.36819 2.57767478404139 1162.8
34.38033 2.57767478404139 1162.8
34.39217 2.57767478404139 1162.8
34.40389 2.57818910029139 1162.8
34.41562 2.57818910029139 1162.8
34.42822 2.57818910029139 1162.8
34.44048 2.57818910029139 1162.8
34.45243 2.56992205711493 1162.8
34.46452 2.56992205711493 1162.8
34.47718 2.56992205711493 1162.8
34.48925 2.56992205711493 1162.8
34.50144 2.58132592456967 1162.8
34.51615 2.58132592456967 1162.8
34.52858 2.58132592456967 1162.8
34.54009 2.58132592456967 1162.8
34.55293 2.54037682838338 1166.4
34.56456 2.54037682838338 1166.4
34.57677 2.54037682838338 1166.4
34.58888 2.54037682838338 1166.4
34.60183 2.55122043680546 1166.4
34.61421 2.55122043680546 1166.4
34.62656 2.55122043680546 1166.4
34.6388 2.55122043680546 1166.4
34.65468 2.55250746818359 1166.4
34.66664 2.55250746818359 1166.4
34.67988 2.55250746818359 1166.4
34.69244 2.55250746818359 1166.4
34.70478 2.56167452555714 1166.4
34.71681 2.56167452555714 1166.4
34.72869 2.56167452555714 1166.4
34.74103 2.56167452555714 1166.4
34.75313 2.56559264674271 1166.4
34.7654 2.56559264674271 1166.4
34.77688 2.56559264674271 1166.4
34.7887 2.56559264674271 1166.4
34.80108 2.5813403355534 1166.4
34.81329 2.5813403355534 1166.4
34.82562 2.5813403355534 1166.4
34.84834 2.5813403355534 1166.4
34.86094 2.58893713489872 1170
34.87384 2.58893713489872 1170
34.88596 2.58893713489872 1170
34.8982 2.58893713489872 1170
34.91065 2.58647168691485 1170
34.92281 2.58647168691485 1170
34.93509 2.58647168691485 1170
34.94703 2.58647168691485 1170
34.95941 2.59806400884636 1170
34.97168 2.59806400884636 1170
