時間[s] 推定速度[km/h] 実速度[km/h]
334.0379 1.36804286455527 1224
334.0501 1.36804286455527 1224
334.0618 1.36804286455527 1224
334.0733 1.36804286455527 1224
334.0861 1.36804286455527 1224
334.0977 1.36804286455527 1224
334.1096 1.36804286455527 1224
334.1214 1.36804286455527 1224
334.1343 1.36804286455527 1224
334.147 1.36804286455527 1224
334.1591 1.50164959359252 1224
334.1712 1.50164959359252 1224
334.1834 1.50164959359252 1224
334.1953 1.50164959359252 1224
334.2076 1.50164959359252 1224
334.2199 1.50164959359252 1224
334.24 1.50164959359252 1224
334.2526 1.62497888193459 1224
334.2643 1.62497888193459 1224
334.2766 1.62497888193459 1224
334.2886 1.62497888193459 1224
334.3011 1.62497888193459 1224
334.3126 1.62497888193459 1224
334.3252 1.62497888193459 1224
334.3369 1.62497888193459 1224
334.3489 1.77914049236219 1216.8
334.3613 1.77914049236219 1216.8
334.3732 1.77914049236219 1216.8
334.3854 1.77914049236219 1216.8
334.398 1.77914049236219 1216.8
334.4101 1.77914049236219 1216.8
334.4225 1.77914049236219 1216.8
334.4348 1.77914049236219 1216.8
334.4463 1.48175437036652 1209.6
334.4587 1.48175437036652 1209.6
334.4706 1.48175437036652 1209.6
334.4839 1.48175437036652 1209.6
334.4958 1.48175437036652 1209.6
334.5075 1.48175437036652 1209.6
334.5197 1.48175437036652 1209.6
334.5356 1.48175437036652 1209.6
334.5481 1.6050836587086 1206
334.5606 1.6050836587086 1206
334.5726 1.6050836587086 1206
334.5847 1.6050836587086 1206
334.5974 1.6050836587086 1206
334.6091 1.6050836587086 1206
334.6207 1.6050836587086 1206
334.6329 1.6050836587086 1206
334.6462 1.72841294705067 1198.8
334.6585 1.72841294705067 1198.8
334.6704 1.72841294705067 1198.8
334.683 1.72841294705067 1198.8
334.6953 1.72841294705067 1198.8
334.7075 1.72841294705067 1198.8
334.7194 1.72841294705067 1198.8
334.7407 1.72841294705067 1198.8
334.7537 1.69791180633317 1195.2
334.7654 1.69791180633317 1195.2
334.7784 1.69791180633317 1195.2
334.7907 1.69791180633317 1195.2
334.8032 1.82124109467524 1195.2
334.8155 1.82124109467524 1195.2
334.828 1.82124109467524 1195.2
334.8403 1.82124109467524 1195.2
334.8524 1.7932817156842 1191.6
334.8646 1.7932817156842 1191.6
334.8764 1.7932817156842 1191.6
334.8886 1.7932817156842 1191.6
334.9019 1.9063335633311 1191.6
334.9146 1.9063335633311 1191.6
334.9266 1.9063335633311 1191.6
334.939 1.9063335633311 1191.6
334.9514 1.9063335633311 1191.6
334.9644 1.9063335633311 1191.6
334.9762 1.9063335633311 1191.6
334.9887 1.9063335633311 1191.6
335.0002 1.9063335633311 1184.4
335.0123 1.9063335633311 1184.4
335.0253 1.9063335633311 1184.4
335.0373 1.9063335633311 1184.4
335.0496 2.01938541097801 1184.4
335.0615 2.01938541097801 1184.4
335.0732 2.01938541097801 1184.4
335.0858 2.01938541097801 1184.4
335.0977 2.09939435618095 1184.4
335.1101 2.09939435618095 1184.4
335.1227 2.09939435618095 1184.4
335.1347 2.09939435618095 1184.4
335.1478 2.09939435618095 1180.8
335.1598 2.09939435618095 1180.8
335.1721 2.09939435618095 1180.8
335.184 2.09939435618095 1180.8
335.1963 2.06889321546344 1180.8
335.2087 2.06889321546344 1180.8
335.2205 2.06889321546344 1180.8
335.2415 2.06889321546344 1180.8
335.2545 2.2744420293669 1180.8
335.2665 2.2744420293669 1180.8
335.2788 2.2744420293669 1180.8
335.2912 2.2744420293669 1180.8
335.3037 2.23631560347002 1180.8
335.3155 2.23631560347002 1180.8
335.3272 2.23631560347002 1180.8
335.3404 2.23631560347002 1180.8
335.3528 2.32881256972658 1180.8
335.3648 2.32881256972658 1180.8
335.3765 2.32881256972658 1180.8
335.3885 2.32881256972658 1180.8
335.4009 2.32881256972658 1170
335.4123 2.32881256972658 1170
335.4241 2.32881256972658 1170
335.4365 2.32881256972658 1170
335.449 2.32881256972658 1170
335.4614 2.32881256972658 1170
335.4732 2.32881256972658 1170
335.4851 2.32881256972658 1170
335.4978 2.38053095457046 1170
335.5095 2.38053095457046 1170
335.522 2.38053095457046 1170
335.5347 2.38053095457046 1170
335.5469 2.38053095457046 1166.4
335.5587 2.38053095457046 1166.4
335.5717 2.38053095457046 1166.4
335.5842 2.38053095457046 1166.4
335.5966 2.43224933941434 1166.4
335.6082 2.43224933941434 1166.4
335.621 2.43224933941434 1166.4
335.6336 2.43224933941434 1166.4
335.6456 2.43224933941434 1166.4
335.6573 2.43224933941434 1166.4
335.6694 2.43224933941434 1166.4
335.6818 2.43224933941434 1166.4
335.6941 2.43224933941434 1159.2
335.7063 2.43224933941434 1159.2
335.7182 2.43224933941434 1159.2
335.7298 2.43224933941434 1159.2
335.7513 2.601562708125 1152
335.7639 2.601562708125 1152
335.7765 2.601562708125 1152
335.7888 2.601562708125 1152
335.8004 2.601562708125 1152
335.8124 2.601562708125 1152
335.825 2.601562708125 1152
335.8373 2.79644163653813 1152
335.8497 2.79644163653813 1152
335.8618 2.79644163653813 1152
335.8736 2.79644163653813 1152
335.8853 2.79003030324496 1152
335.8975 2.79003030324496 1152
335.9093 2.79003030324496 1152
335.9206 2.79003030324496 1152
335.9327 2.77414004044525 1152
335.9447 2.77414004044525 1152
335.9568 2.77414004044525 1152
335.9685 2.77414004044525 1152
335.9803 2.84831457633382 1152
335.9928 2.84831457633382 1152
336.0051 2.84831457633382 1152
336.017 2.84831457633382 1152
336.0285 2.7910646248537 1152
336.0406 2.7910646248537 1152
336.0531 2.7910646248537 1152
336.0653 2.7910646248537 1152
336.0772 2.81771618591167 1152
336.0892 2.81771618591167 1152
336.1016 2.81771618591167 1152
336.1137 2.81771618591167 1152
336.126 2.80510892244678 1148.4
336.1377 2.80510892244678 1148.4
336.1495 2.80510892244678 1148.4
336.1618 2.80510892244678 1148.4
336.1745 2.74109839569003 1148.4
336.1875 2.74109839569003 1148.4
336.1997 2.74109839569003 1148.4
336.2112 2.74109839569003 1148.4
336.224 2.81287925589054 1148.4
336.2369 2.81287925589054 1148.4
336.2575 2.81287925589054 1148.4
336.2707 2.78974808131723 1144.8
336.2846 2.78974808131723 1144.8
336.2967 2.78974808131723 1144.8
336.309 2.78974808131723 1144.8
336.3246 2.84092517494387 1144.8
336.3366 2.84092517494387 1144.8
336.3505 2.84092517494387 1144.8
336.3623 2.84092517494387 1144.8
336.3751 2.89392690960827 1144.8
336.3867 2.89392690960827 1144.8
336.3987 2.89392690960827 1144.8
336.4106 2.89392690960827 1144.8
336.4229 2.88049683145759 1141.2
336.4352 2.88049683145759 1141.2
336.447 2.88049683145759 1141.2
336.46 2.88049683145759 1141.2
336.472 2.88936812974644 1141.2
336.4844 2.88936812974644 1141.2
336.4968 2.88936812974644 1141.2
336.5087 2.88936812974644 1141.2
336.5209 2.90780049440731 1141.2
336.5334 2.90780049440731 1141.2
336.5454 2.90780049440731 1141.2
336.5569 2.90780049440731 1141.2
336.569 2.91069895094993 1141.2
336.5815 2.91069895094993 1141.2
336.5934 2.91069895094993 1141.2
336.6049 2.91069895094993 1141.2
336.6177 2.91123626289078 1137.6
336.6293 2.91123626289078 1137.6
336.642 2.91123626289078 1137.6
336.6545 2.91123626289078 1137.6
336.667 2.93003290237957 1137.6
336.6793 2.93003290237957 1137.6
336.6914 2.93003290237957 1137.6
336.7037 2.93003290237957 1137.6
336.7158 2.91847844936575 1137.6
336.7271 2.91847844936575 1137.6
336.7399 2.91847844936575 1137.6
336.7605 2.91847844936575 1137.6
336.7787 2.86317794967496 1134
336.7911 2.86317794967496 1134
336.8037 2.86317794967496 1134
336.8163 2.73592790740229 1134
336.8283 2.73592790740229 1134
336.8405 2.73592790740229 1134
336.8532 2.73592790740229 1134
336.8655 2.73592790740229 1134
336.8781 2.73592790740229 1134
336.8902 2.73592790740229 1134
336.9023 2.73592790740229 1134
336.9138 2.71824596910641 1137.6
336.9265 2.71824596910641 1137.6
336.9394 2.71824596910641 1137.6
336.9517 2.71824596910641 1137.6
336.964 2.71824596910641 1137.6
336.9765 2.71824596910641 1137.6
336.9886 2.71824596910641 1137.6
337.001 2.71824596910641 1137.6
337.0135 2.74145300601256 1134
337.0277 2.74145300601256 1134
337.0402 2.74145300601256 1134
337.052 2.74145300601256 1134
337.0648 2.74145300601256 1134
337.077 2.74145300601256 1134
337.0886 2.74145300601256 1134
337.1007 2.74145300601256 1134
337.1129 2.74145300601256 1134
337.1248 2.74145300601256 1134
337.1368 2.74145300601256 1134
337.149 2.74145300601256 1134
337.1611 2.72366067392735 1130.4
337.1728 2.72366067392735 1130.4
337.1853 2.72366067392735 1130.4
337.1969 2.72366067392735 1130.4
337.2093 2.73393811462252 1130.4
337.2212 2.73393811462252 1130.4
337.2332 2.73393811462252 1130.4
337.2445 2.73393811462252 1130.4
337.2649 2.72377106771668 1134
337.2768 2.72377106771668 1134
337.289 2.72377106771668 1134
337.3022 2.71360402081085 1134
337.3138 2.71360402081085 1134
337.3263 2.71360402081085 1134
337.3381 2.71360402081085 1134
337.3504 2.72388146150602 1134
337.3622 2.72388146150602 1134
337.3747 2.72388146150602 1134
337.3869 2.72388146150602 1134
337.4023 2.72388146150602 1134
337.4138 2.72388146150602 1134
337.4257 2.72388146150602 1134
337.4387 2.72388146150602 1134
337.4515 2.72653361702182 1141.2
337.4629 2.72653361702182 1141.2
337.475 2.72653361702182 1141.2
337.4874 2.72653361702182 1141.2
337.4997 2.72653361702182 1141.2
337.5121 2.72653361702182 1141.2
337.5237 2.72653361702182 1141.2
337.5361 2.72653361702182 1141.2
337.5484 2.72653361702182 1144.8
337.5604 2.72653361702182 1144.8
337.5734 2.72653361702182 1144.8
337.5852 2.72653361702182 1144.8
337.5976 2.7214500935689 1144.8
337.609 2.7214500935689 1144.8
337.6212 2.7214500935689 1144.8
337.6334 2.7214500935689 1144.8
337.6456 2.7214500935689 1144.8
337.6573 2.7214500935689 1144.8
337.6691 2.7214500935689 1144.8
337.6817 2.7214500935689 1144.8
337.6932 2.72664401081116 1148.4
337.7049 2.72664401081116 1148.4
337.7177 2.72664401081116 1148.4
337.7291 2.72664401081116 1148.4
337.7414 2.72664401081116 1148.4
337.7532 2.72664401081116 1148.4
337.7747 2.72664401081116 1148.4
337.7879 2.71636657011598 1148.4
337.8003 2.71636657011598 1148.4
337.8129 2.71636657011598 1148.4
337.8253 2.71636657011598 1148.4
337.8372 2.71382480838953 1141.2
337.8495 2.71382480838953 1141.2
337.8614 2.71382480838953 1141.2
337.873 2.71382480838953 1141.2
337.8853 2.70354736769435 1141.2
337.8968 2.70354736769435 1141.2
337.9094 2.70354736769435 1141.2
337.922 2.70354736769435 1141.2
337.9345 2.69592208251498 1137.6
337.947 2.69592208251498 1137.6
337.959 2.69592208251498 1137.6
337.9714 2.69592208251498 1137.6
337.9843 2.69592208251498 1137.6
337.9969 2.69592208251498 1137.6
338.0085 2.69592208251498 1137.6
338.0203 2.69592208251498 1137.6
338.0327 2.69592208251498 1130.4
338.0448 2.69592208251498 1130.4
338.0577 2.69592208251498 1130.4
338.0695 2.69592208251498 1130.4
338.0816 2.69592208251498 1130.4
338.0943 2.69592208251498 1130.4
338.1064 2.69592208251498 1130.4
338.1194 2.69592208251498 1130.4
338.1311 2.7695314715625 1126.8
338.1432 2.7695314715625 1126.8
338.1552 2.7695314715625 1126.8
338.167 2.7695314715625 1126.8
338.179 2.7695314715625 1126.8
338.1913 2.7695314715625 1126.8
338.2035 2.7695314715625 1126.8
338.2158 2.7695314715625 1126.8
338.2277 2.75387327375766 1126.8
338.2396 2.75387327375766 1126.8
338.2522 2.75387327375766 1126.8
338.2641 2.75387327375766 1126.8
338.2853 2.74698915966495 1116
338.2973 2.74698915966495 1116
338.3093 2.74698915966495 1116
338.3213 2.70486557766452 1116
338.3335 2.70486557766452 1116
338.3456 2.70486557766452 1116
338.3571 2.70486557766452 1116
338.3692 2.69585830701612 1112.4
338.3811 2.69585830701612 1112.4
338.393 2.69585830701612 1112.4
338.4044 2.69585830701612 1112.4
338.4171 2.67880117446049 1112.4
338.429 2.67880117446049 1112.4
338.4409 2.67880117446049 1112.4
338.4529 2.67880117446049 1112.4
338.4659 2.6796282553634 1108.8
338.4773 2.6796282553634 1108.8
338.4893 2.6796282553634 1108.8
338.5011 2.6796282553634 1108.8
338.5137 2.67627390018442 1108.8
338.5259 2.67627390018442 1108.8
338.5377 2.67627390018442 1108.8
338.5496 2.67627390018442 1108.8
338.5615 2.66388148516501 1105.2
338.5738 2.66388148516501 1105.2
338.5862 2.66388148516501 1105.2
338.598 2.66388148516501 1105.2
338.6102 2.60353551004776 1105.2
338.6225 2.60353551004776 1105.2
338.6344 2.60353551004776 1105.2
338.6462 2.60353551004776 1105.2
338.6579 2.60353551004776 1105.2
338.6696 2.60353551004776 1105.2
338.6819 2.60353551004776 1105.2
338.6935 2.60353551004776 1105.2
338.7057 2.60607727177422 1101.6
338.7177 2.60607727177422 1101.6
338.7295 2.60607727177422 1101.6
338.7415 2.60607727177422 1101.6
338.7542 2.60607727177422 1101.6
338.7663 2.60607727177422 1101.6
338.7871 2.60607727177422 1101.6
338.7993 2.60861903350068 1098
338.8111 2.60861903350068 1098
338.823 2.60861903350068 1098
338.8356 2.60861903350068 1098
338.8475 2.60861903350068 1098
338.8593 2.60861903350068 1098
338.8715 2.60861903350068 1098
338.8835 2.60861903350068 1098
338.8955 2.60861903350068 1094.4
338.9076 2.60861903350068 1094.4
338.9192 2.60861903350068 1094.4
338.9312 2.60861903350068 1094.4
338.9428 2.58806415211033 1094.4
338.955 2.58806415211033 1094.4
338.9668 2.58806415211033 1094.4
338.9787 2.58806415211033 1094.4
338.9911 2.58806415211033 1094.4
339.0086 2.58806415211033 1094.4
339.0216 2.58806415211033 1094.4
339.0333 2.58806415211033 1094.4
339.045 2.59314767556325 1090.8
339.0579 2.59314767556325 1090.8
339.0733 2.59314767556325 1090.8
339.0854 2.59314767556325 1090.8
339.0969 2.5725927941729 1090.8
339.1087 2.5725927941729 1090.8
339.1209 2.5725927941729 1090.8
339.1328 2.5725927941729 1090.8
339.1451 2.57513455589936 1090.8
339.1573 2.57513455589936 1090.8
339.1694 2.57513455589936 1090.8
339.182 2.57513455589936 1090.8
339.1936 2.57513455589936 1083.6
339.2065 2.57513455589936 1083.6
339.2195 2.57513455589936 1083.6
339.232 2.57513455589936 1083.6
339.244 2.57248240038356 1083.6
339.2561 2.57248240038356 1083.6
339.2684 2.57248240038356 1083.6
339.2884 2.57248240038356 1083.6
339.3013 2.57248240038356 1083.6
339.3137 2.57248240038356 1083.6
339.3255 2.57248240038356 1083.6
339.3376 2.57248240038356 1083.6
339.3501 2.57502416211002 1083.6
339.3619 2.57502416211002 1083.6
339.3747 2.57502416211002 1083.6
339.3874 2.57502416211002 1083.6
339.4009 2.55446928071967 1080
339.4127 2.55446928071967 1080
339.4244 2.55446928071967 1080
339.437 2.55446928071967 1080
339.4491 2.55446928071967 1080
339.461 2.55446928071967 1080
339.4729 2.55446928071967 1080
339.4852 2.55446928071967 1080
339.4977 2.55701104244613 1080
339.5098 2.55701104244613 1080
339.5216 2.55701104244613 1080
339.5354 2.55701104244613 1080
339.5473 2.53645616105579 1080
339.5597 2.53645616105579 1080
339.5722 2.53645616105579 1080
339.5848 2.53645616105579 1080
339.5967 2.53645616105579 1080
339.6096 2.53645616105579 1080
339.6225 2.53645616105579 1080
339.6347 2.53645616105579 1080
339.6466 2.53645616105579 1072.8
339.6589 2.53645616105579 1072.8
339.6721 2.53645616105579 1072.8
339.6849 2.53645616105579 1072.8
339.6971 2.53645616105579 1072.8
339.7092 2.53645616105579 1072.8
339.7211 2.53645616105579 1072.8
339.7329 2.53645616105579 1072.8
339.7444 2.53645616105579 1065.6
339.7567 2.53645616105579 1065.6
339.7688 2.53645616105579 1065.6
339.7803 2.53645616105579 1065.6
339.8013 2.6210939596875 1065.6
339.814 2.6210939596875 1065.6
339.8259 2.6210939596875 1065.6
339.8392 2.6210939596875 1062
339.8516 2.6210939596875 1062
339.8638 2.6210939596875 1062
339.8765 2.6210939596875 1062
339.8888 2.6252062712768 1062
339.9016 2.6252062712768 1062
339.9139 2.6252062712768 1062
339.9259 2.6252062712768 1062
339.9387 2.59906198474484 1062
339.9506 2.59906198474484 1062
339.9631 2.59906198474484 1062
339.9752 2.59906198474484 1062
339.988 2.59211611788163 1062
340.0001 2.59211611788163 1062
340.0117 2.59211611788163 1062
340.0236 2.59211611788163 1062
340.0357 2.57134934953706 1062
340.048 2.57134934953706 1062
340.0602 2.57134934953706 1062
340.0718 2.57134934953706 1062
340.0848 2.56404580691887 1054.8
340.0969 2.56404580691887 1054.8
340.1085 2.56404580691887 1054.8
340.1208 2.56404580691887 1054.8
340.1328 2.55148930541639 1054.8
340.1443 2.55148930541639 1054.8
340.1562 2.55148930541639 1054.8
340.1684 2.55148930541639 1054.8
340.1814 2.5504684044656 1051.2
340.1934 2.5504684044656 1051.2
340.2053 2.5504684044656 1051.2
340.2176 2.5504684044656 1051.2
340.2298 2.53744880389957 1051.2
340.2425 2.53744880389957 1051.2
340.2548 2.53744880389957 1051.2
340.2676 2.53744880389957 1051.2
340.2802 2.55138912509305 1051.2
340.2921 2.55138912509305 1051.2
340.3131 2.55138912509305 1051.2
340.3259 2.56463437745662 1047.6
340.3382 2.56463437745662 1047.6
340.3506 2.56463437745662 1047.6
340.3625 2.56463437745662 1047.6
340.3753 2.57714541230282 1047.6
340.3872 2.57714541230282 1047.6
340.3994 2.57714541230282 1047.6
340.4111 2.57714541230282 1047.6
340.4234 2.57931302290493 1047.6
340.4355 2.57931302290493 1047.6
340.447 2.57931302290493 1047.6
340.46 2.57931302290493 1047.6
340.4722 2.59577615765464 1044
340.4847 2.59577615765464 1044
340.497 2.59577615765464 1044
340.509 2.59577615765464 1044
340.5211 2.60741768530491 1044
340.5336 2.60741768530491 1044
340.5452 2.60741768530491 1044
340.5572 2.60741768530491 1044
340.5696 2.59297337174462 1036.8
340.5814 2.59297337174462 1036.8
340.5934 2.59297337174462 1036.8
340.6052 2.59297337174462 1036.8
340.6175 2.6001211783189 1036.8
340.6291 2.6001211783189 1036.8
340.6422 2.6001211783189 1036.8
340.6544 2.6001211783189 1036.8
340.6663 2.60244711695571 1036.8
340.6778 2.60244711695571 1036.8
340.6902 2.60244711695571 1036.8
340.7023 2.60244711695571 1036.8
340.7147 2.59146084214481 1036.8
340.7263 2.59146084214481 1036.8
340.7389 2.59146084214481 1036.8
340.7512 2.59146084214481 1036.8
340.7631 2.58567822346011 1036.8
340.7749 2.58567822346011 1036.8
340.7873 2.58567822346011 1036.8
340.7993 2.58567822346011 1036.8
340.8189 2.57262989619562 1033.2
340.8313 2.57262989619562 1033.2
340.8431 2.57262989619562 1033.2
340.8555 2.55967140294072 1033.2
340.8678 2.55967140294072 1033.2
340.8797 2.55967140294072 1033.2
340.8918 2.55967140294072 1033.2
340.9043 2.44108625170476 1029.6
340.9165 2.44108625170476 1029.6
340.9287 2.44108625170476 1029.6
340.9405 2.44108625170476 1029.6
340.9526 2.41533745307215 1029.6
340.9649 2.41533745307215 1029.6
340.9763 2.41533745307215 1029.6
340.9881 2.41533745307215 1029.6
341.0002 2.41533745307215 1029.6
341.0128 2.41533745307215 1029.6
341.0252 2.41533745307215 1029.6
341.0371 2.41533745307215 1029.6
341.0493 2.41787921479861 1036.8
341.0616 2.41787921479861 1036.8
341.0732 2.41787921479861 1036.8
341.0853 2.41787921479861 1036.8
341.0967 2.40760177410344 1036.8
341.1086 2.40760177410344 1036.8
341.1208 2.40760177410344 1036.8
341.1321 2.40760177410344 1036.8
341.1448 2.41268529755636 1033.2
341.1577 2.41268529755636 1033.2
341.1701 2.41268529755636 1033.2
341.1821 2.41268529755636 1033.2
341.1939 2.41268529755636 1033.2
341.2062 2.41268529755636 1033.2
341.2184 2.41268529755636 1033.2
341.2303 2.41268529755636 1033.2
341.2474 2.39467217789247 1033.2
341.2598 2.39467217789247 1033.2
341.2721 2.39467217789247 1033.2
341.2838 2.39467217789247 1033.2
341.2962 2.37411729650212 1033.2
341.3078 2.37411729650212 1033.2
341.3286 2.37411729650212 1033.2
341.3417 2.37665905822858 1033.2
341.3539 2.37665905822858 1033.2
341.3655 2.37665905822858 1033.2
341.3774 2.37665905822858 1033.2
341.3893 2.37665905822858 1033.2
341.4024 2.37665905822858 1033.2
341.4145 2.37665905822858 1033.2
341.4263 2.37665905822858 1033.2
341.4387 2.37665905822858 1033.2
341.4507 2.37665905822858 1033.2
341.4622 2.37665905822858 1033.2
341.4737 2.37665905822858 1033.2
341.4866 2.3817425816815 1033.2
341.4984 2.3817425816815 1033.2
341.5098 2.3817425816815 1033.2
341.5219 2.3817425816815 1033.2
341.5345 2.3817425816815 1033.2
341.5468 2.3817425816815 1033.2
341.5589 2.3817425816815 1033.2
341.573 2.3817425816815 1033.2
341.5855 2.3817425816815 1029.6
341.5971 2.3817425816815 1029.6
341.6089 2.3817425816815 1029.6
341.6214 2.3817425816815 1029.6
341.6335 2.38428434340796 1029.6
341.6452 2.38428434340796 1029.6
341.6567 2.38428434340796 1029.6
341.6696 2.38428434340796 1029.6
341.6835 2.37400690271279 1026
341.6954 2.37400690271279 1026
341.7081 2.37400690271279 1026
341.7202 2.37400690271279 1026
341.7324 2.37400690271279 1026
341.7439 2.37400690271279 1026
341.7558 2.37400690271279 1026
341.7691 2.37400690271279 1026
341.7811 2.37400690271279 1026
341.7937 2.37400690271279 1026
341.8055 2.37400690271279 1026
341.8176 2.37400690271279 1026
341.8385 2.36372946201761 1026
341.8506 2.36372946201761 1026
341.8629 2.36372946201761 1026
341.8748 2.37135474719699 1026
341.8871 2.37135474719699 1026
341.8999 2.37135474719699 1026
341.9123 2.37135474719699 1026
341.9245 2.37135474719699 1026
341.9371 2.37135474719699 1026
341.9491 2.37135474719699 1026
341.9617 2.37135474719699 1026
341.9734 2.36107730650182 1026
341.9854 2.36107730650182 1026
341.9978 2.36107730650182 1026
342.0099 2.36107730650182 1026
342.0222 2.36361906822827 1026
342.0341 2.36361906822827 1026
342.0468 2.36361906822827 1026
342.0593 2.36361906822827 1026
342.0714 2.36361906822827 1026
342.0842 2.36361906822827 1026
342.0961 2.36361906822827 1026
342.1082 2.36361906822827 1026
342.1208 2.4492189459375 1026
342.1324 2.4492189459375 1026
342.1444 2.4492189459375 1026
342.1562 2.4492189459375 1026
342.1689 2.445312695625 1026
342.1811 2.445312695625 1026
342.1927 2.445312695625 1026
342.205 2.445312695625 1026
342.217 2.44928145251531 1026
342.2292 2.44928145251531 1026
342.2423 2.44928145251531 1026
342.2545 2.44928145251531 1026
342.2666 2.44629294176159 1026
342.279 2.44629294176159 1026
342.2912 2.44629294176159 1026
342.3033 2.44629294176159 1026
342.3149 2.42734453905049 1026
342.3269 2.42734453905049 1026
342.3488 2.42734453905049 1026
342.3612 2.42192973262018 1018.8
342.374 2.42192973262018 1018.8
342.3867 2.42192973262018 1018.8
342.3987 2.42192973262018 1018.8
342.4109 2.41594353959937 1018.8
342.4231 2.41594353959937 1018.8
342.4357 2.41594353959937 1018.8
342.4479 2.41594353959937 1018.8
342.4609 2.43216513773271 1018.8
342.473 2.43216513773271 1018.8
342.4846 2.43216513773271 1018.8
342.4963 2.43216513773271 1018.8
342.5087 2.43943931806569 1018.8
342.5211 2.43943931806569 1018.8
342.533 2.43943931806569 1018.8
342.5448 2.43943931806569 1018.8
342.5581 2.43924785448278 1018.8
342.5702 2.43924785448278 1018.8
342.5816 2.43924785448278 1018.8
342.5933 2.43924785448278 1018.8
342.6059 2.45410305953495 1018.8
342.6184 2.45410305953495 1018.8
342.6299 2.45410305953495 1018.8
342.6416 2.45410305953495 1018.8
342.6542 2.46898534076829 1015.2
342.6655 2.46898534076829 1015.2
342.6773 2.46898534076829 1015.2
342.6888 2.46898534076829 1015.2
342.701 2.46443679499793 1015.2
342.7131 2.46443679499793 1015.2
342.7247 2.46443679499793 1015.2
342.7373 2.46443679499793 1015.2
342.7502 2.4728840693405 1015.2
342.7622 2.4728840693405 1015.2
342.774 2.4728840693405 1015.2
342.7859 2.4728840693405 1015.2
342.7982 2.48716143742663 1015.2
342.8097 2.48716143742663 1015.2
342.822 2.48716143742663 1015.2
342.8342 2.48716143742663 1015.2
342.8551 2.49062029108247 1011.6
342.8678 2.49062029108247 1011.6
342.8791 2.49062029108247 1011.6
342.8926 2.49564841963171 1011.6
342.9052 2.49564841963171 1011.6
342.917 2.49564841963171 1011.6
342.9292 2.49564841963171 1011.6
342.941 2.49743745051608 1011.6
342.9532 2.49743745051608 1011.6
342.9648 2.49743745051608 1011.6
342.9763 2.49743745051608 1011.6
342.9887 2.516470353119 1008
343.0003 2.516470353119 1008
343.0121 2.516470353119 1008
343.0239 2.516470353119 1008
343.0357 2.51118285848557 1008
343.0478 2.51118285848557 1008
343.0595 2.51118285848557 1008
343.0722 2.51118285848557 1008
343.0848 2.5215348062071 1008
343.0965 2.5215348062071 1008
343.1084 2.5215348062071 1008
343.1207 2.5215348062071 1008
343.1326 2.51670632963898 1008
343.1443 2.51670632963898 1008
343.1563 2.51670632963898 1008
343.1685 2.51670632963898 1008
343.1812 2.51243851938818 1008
343.1927 2.51243851938818 1008
343.2043 2.51243851938818 1008
343.2169 2.51243851938818 1008
343.2295 2.51749489571994 1008
343.2411 2.51749489571994 1008
343.2529 2.51749489571994 1008
343.2652 2.51749489571994 1008
343.2774 2.50770558917869 1015.2
343.2896 2.50770558917869 1015.2
343.3021 2.50770558917869 1015.2
343.3169 2.50770558917869 1015.2
343.3287 2.49525286049471 1011.6
343.3406 2.49525286049471 1011.6
343.3621 2.49525286049471 1011.6
343.3743 2.46169470645447 1011.6
343.3865 2.46169470645447 1011.6
343.3984 2.46169470645447 1011.6
343.4103 2.46169470645447 1011.6
343.423 2.44942797140451 1011.6
343.4347 2.44942797140451 1011.6
343.4514 2.44942797140451 1011.6
343.4633 2.44942797140451 1011.6
343.4752 2.43470398786967 1015.2
343.4879 2.43470398786967 1015.2
343.5005 2.43470398786967 1015.2
343.5121 2.43470398786967 1015.2
343.5243 2.4263639515084 1018.8
343.5371 2.4263639515084 1018.8
343.5495 2.4263639515084 1018.8
343.5618 2.4263639515084 1018.8
343.5735 2.40015606016618 1018.8
343.5856 2.40015606016618 1018.8
343.5975 2.40015606016618 1018.8
343.6095 2.40015606016618 1018.8
343.6215 2.39738687490644 1018.8
343.6335 2.39738687490644 1018.8
343.645 2.39738687490644 1018.8
343.6573 2.39738687490644 1018.8
343.6695 2.38413082786658 1011.6
343.6812 2.38413082786658 1011.6
343.6929 2.38413082786658 1011.6
343.7054 2.38413082786658 1011.6
343.7179 2.3787233231862 1011.6
343.7307 2.3787233231862 1011.6
343.7422 2.3787233231862 1011.6
343.7541 2.3787233231862 1011.6
343.7668 2.3782090069362 1011.6
343.7791 2.3782090069362 1011.6
343.791 2.3782090069362 1011.6
343.8029 2.3782090069362 1011.6
343.816 2.34568063492318 1004.4
343.8288 2.34568063492318 1004.4
343.8409 2.34568063492318 1004.4
343.8527 2.34568063492318 1004.4
343.8738 2.34568063492318 1004.4
343.8867 2.34568063492318 1004.4
343.8985 2.34568063492318 1004.4
343.9113 2.32943876416016 1008
343.9241 2.32943876416016 1008
343.9365 2.32943876416016 1008
343.9479 2.32943876416016 1008
343.9643 2.32943876416016 1008
343.9761 2.32943876416016 1008
343.9883 2.32943876416016 1008
344.0009 2.32943876416016 1008
344.014 2.31600668344315 1008
344.0259 2.31600668344315 1008
344.0378 2.31600668344315 1008
344.0515 2.31600668344315 1008
344.0639 2.31600668344315 1008
344.0767 2.31600668344315 1008
344.0891 2.31600668344315 1008
344.1013 2.31600668344315 1008
344.1137 2.30538439277214 1008
344.1258 2.30538439277214 1008
