時間[s] 推定速度[km/h]
0 0
0.02 0
0.07 0
0.1092518 0
0.1349347 0
0.1483212 0
0.1614124 0
0.1742309 0
0.1994214 0
0.2122288 0
0.2241912 0
0.2371771 0
0.2493097 0
0.2612427 0
0.2732793 0
0.2864385 0
0.3039183 0
0.3204096 0
0.3339307 0
0.3463863 0
0.3602607 0
0.3729755 0
0.3876128 0
0.4017144 0
0.415677 0
0.430045 0
0.4447031 0
0.4590103 0
0.4732208 0
0.4876445 0
0.502125 0
0.5148562 0
0.527253 0
0.5413284 0
0.5536003 0
0.5657611 0
0.5780091 0
0.5904655 0
0.6027083 0
0.6146894 0
0.6262515 0
0.6380304 0
0.6506432 0
0.6624132 0
0.6745121 0
0.6868881 0
0.6992215 0
0.7108635 0
0.7224741 0
0.7344235 0
0.7464337 0
0.7579786 0
0.7701431 0
0.7824804 0
0.794264 0
0.8062202 0
0.8185215 0
0.8331344 0
0.845434 0
0.857877 0
0.8700987 0
0.8868675 0
0.8987672 0
0.9108479 0
0.9228835 0
0.9351523 0
0.9480484 0
0.9601219 0
0.9726606 0
0.9850086 0
0.997233 0
1.009692 0
1.024235 0
1.036494 0
1.048623 0
1.060539 0
1.072366 0
1.084156 0
1.095764 0
1.10762 0
1.119956 0
1.132058 0
1.144162 0
1.156389 0
1.170978 0
1.182902 0
1.197083 0
1.209651 0
1.222289 0
1.234702 0
1.247198 0
1.259016 0
1.271177 0
1.282598 0
1.294479 0
1.307159 0
1.319453 0
1.331848 0
1.34421 0
1.356369 0
1.368607 0
1.380994 0
1.39356 0
1.406011 0
1.418297 0
1.43026 0
1.442532 0
1.454699 0
1.466834 0
1.479247 0
1.493685 0
1.506119 0
1.518519 0
1.530934 0
1.542919 0
1.55504 0
1.567749 0
1.579774 0
1.591842 0
1.60427 0
1.619777 0
1.631646 0
1.643267 0
1.655557 0
1.67176 0
1.683322 0
1.694942 0
1.706701 0
1.718639 0
1.729949 0
1.741715 0
1.753954 0
1.766092 0
1.777708 0
1.79681 0
1.809684 0
1.821651 0
1.833048 0
1.844905 0
1.856692 0
1.875053 0
1.890032 0
1.90342 0
1.914944 0
1.92669 0
1.938895 0
1.951233 0
1.963289 0
1.985494 0
2.035494 0
2.057932 0
2.070566 0
2.082635 0
2.095102 0
2.116714 0
2.129481 0
2.1418 0
2.154065 0
2.166514 0
2.179122 0
2.191417 0
2.203907 0
2.216331 0
2.229167 0
2.242066 0
2.254633 0
2.2771 0
2.294028 0
2.306381 0
2.318542 0
2.333418 0
2.346232 0
2.360482 0
2.37285 0
2.386031 0
2.399031 0
2.412364 0
2.435124 0
2.447918 0
2.460797 0
2.473285 0
2.485829 0
2.498443 0
2.510738 0
2.523632 0
2.535686 0
2.547858 0
2.566505 0
2.589774 0
2.602403 0
2.614968 0
2.628207 0
2.640554 0
2.653523 0
2.666685 0
2.684701 0
2.697601 0
2.710415 0
2.723034 0
2.746451 0
2.759697 0
2.772336 0
2.784966 0
2.798599 0
2.811601 0
2.824291 0
2.836686 0
2.849277 0
2.861672 0
2.885189 0
2.913575 0
2.937981 0
2.950396 0
2.963317 0
2.976373 0
2.997959 0
3.010429 0
3.023165 0
3.035516 0
3.056876 0
3.072257 0
3.084427 0
3.096697 0
3.108928 0
3.121433 0
3.133737 0
3.146364 0
3.15856 0
3.170403 0
3.182461 0
3.195139 0
3.217503 0
3.229914 0
3.242164 0
3.255042 0
3.266948 0
3.279375 0
3.291534 0
3.303882 0
3.315823 0
3.328051 0
3.34005 0
3.352455 0
3.373986 0
3.386281 0
3.398585 0
3.410697 0
3.427703 0
3.440296 0
3.452644 0
3.465585 0
3.477722 0
3.489694 0
3.501844 0
3.514607 0
3.537286 0
3.549303 0
3.561379 0
3.573467 0
3.585518 0
3.597793 0
3.609905 0
3.621957 0
3.634636 0
3.646643 0
3.658983 0
3.671358 0
3.693535 0
3.705705 0
3.719147 0
3.731951 0
3.744318 0
3.757862 0
3.77037 0
3.782424 0
3.794661 0
3.807724 0
3.830412 0
3.852395 0
3.865329 0
3.878011 0
3.891008 0
