時間[s] 推定速度[km/h]
0 0
0.02 0
0.07 0
0.1055641 0
0.129291 0
0.1410377 0
0.1527971 0
0.165473 0
0.1775264 0
0.1888915 0
0.2008326 0
0.213216 0
0.2247965 0
0.2360809 0
0.247441 0
0.2586015 0
0.2697901 0
0.2811852 0
0.2925741 0
0.3042389 0
0.3154064 0
0.3275839 0
0.338869 0
0.3507553 0
0.3623412 0
0.373289 0
0.3847807 0
0.3965071 0
0.40783 0
0.4194392 0
0.4310832 0
0.4421669 0
0.4533124 0
0.4645461 0
0.4753523 0
0.4864991 0
0.4981851 0
0.5093667 0
0.5204495 0
0.5322231 0
0.5436609 0
0.5548711 0
0.5668475 0
0.5794253 0
0.5906318 0
0.6020115 0
0.6146104 0
0.6290893 0
0.640787 0
0.6515849 0
0.663707 0
0.6752349 0
0.6866549 0
0.6977517 0
0.7085387 0
0.7201878 0
0.7314892 0
0.7421879 0
0.7535404 0
0.7652384 0
0.7772412 0
0.7882463 0
0.7993056 0
0.8109318 0
0.8224275 0
0.8337663 0
0.8448922 0
0.856589 0
0.8678053 0
0.878952 0
0.8900208 0
0.9016803 0
0.9131795 0
0.9245937 0
0.9360588 0
0.9475858 0
0.9694734 0
0.9807583 0
0.9923161 0
1.003715 0
1.015369 0
1.026675 0
1.038613 0
1.049929 0
1.061413 0
1.072628 0
1.084065 0
1.095368 0
1.106316 0
1.117192 0
1.128507 0
1.139942 0
1.151037 0
1.161978 0
1.173635 0
1.185204 0
1.19734 0
1.208342 0
1.219658 0
1.231025 0
1.242131 0
1.253024 0
1.264638 0
1.27575 0
1.287033 0
1.298595 0
1.309505 0
1.320908 0
1.33249 0
1.343237 0
1.354601 0
1.366272 0
1.377233 0
1.388105 0
1.399791 0
1.411466 0
1.423013 0
1.434228 0
1.445893 0
1.45727 0
1.472622 0
1.484217 0
1.495845 0
1.506787 0
1.518392 0
1.530117 0
1.54112 0
1.552248 0
1.563747 0
1.574996 0
1.586092 0
1.597685 0
1.60894 0
1.620122 0
1.632051 0
1.643437 0
1.654782 0
1.666067 0
1.678481 0
1.689884 0
1.701206 0
1.712387 0
1.724006 0
1.735692 0
1.747105 0
1.757941 0
1.769672 0
1.781182 0
1.792334 0
1.803606 0
1.814816 0
1.825984 0
1.837738 0
1.849065 0
1.860428 0
1.87162 0
1.882879 0
1.894017 0
1.905541 0
1.91696 0
1.928256 0
1.9396 0
1.950953 0
1.963281 0
1.975237 0
1.98632 0
1.997595 0
2.00926 0
2.020416 0
2.031823 0
2.042764 0
2.054026 0
2.06536 0
2.076552 0
2.087807 0
2.103598 0
2.115309 0
2.126379 0
2.137832 0
2.149782 0
2.160871 0
2.171858 0
2.183261 0
2.194564 0
2.205754 0
2.216623 0
2.228357 0
2.239606 0
2.250669 0
2.261941 0
2.273305 0
2.285304 0
2.296752 0
2.307787 0
2.319168 0
2.330567 0
2.341461 0
2.352437 0
2.363964 0
2.374869 0
2.386595 0
2.398221 0
2.409436 0
2.421149 0
2.43289 0
2.443787 0
2.45541 0
2.466646 0
2.478295 0
2.48902 0
2.500241 0
2.511333 0
2.522804 0
2.534231 0
2.545636 0
2.557262 0
2.568874 0
2.580426 0
2.591785 0
2.602882 0
2.614194 0
2.625846 0
2.637452 0
2.648845 0
2.659614 0
2.670465 0
2.681337 0
2.692558 0
2.704359 0
2.715847 0
2.727548 0
2.738849 0
2.750817 0
2.762277 0
2.773237 0
2.785156 0
2.796673 0
2.807437 0
2.818627 0
2.830979 0
2.841901 0
2.852818 0
2.864153 0
2.874722 0
2.885578 0
2.896721 0
2.907775 0
2.919034 0
2.930432 0
2.94137 0
2.952451 0
2.964117 0
2.975688 0
2.986899 0
2.998072 0
3.01147 0
3.022682 0
3.034543 0
3.046229 0
3.057437 0
3.069483 0
3.080942 0
3.091989 0
3.103205 0
3.114156 0
3.124973 0
3.136316 0
3.147871 0
3.159195 0
3.170255 0
3.181547 0
3.192719 0
3.203567 0
3.214956 0
3.226329 0
3.237565 0
3.248955 0
3.259784 0
3.270995 0
3.282354 0
3.293841 0
