時間[s] 推定速度[km/h]
0 0
0.02 0
0.07 0
0.1141807 0
0.1402145 0
0.152654 0
0.1653611 0
0.1791069 0
0.1902529 0
0.2008091 0
0.2128929 0
0.2253334 0
0.2360897 0
0.2469419 0
0.2586611 0
0.2701009 0
0.283815 0
0.2945163 0
0.305755 0
0.3169608 0
0.3277024 0
0.3391559 0
0.3499408 0
0.3608525 0
0.3716812 0
0.3826832 0
0.3947064 0
0.406009 0
0.416948 0
0.4276097 0
0.4392069 0
0.4509096 0
0.4624071 0
0.4737951 0
0.4862434 0
0.4970754 0
0.5089834 0
0.5208838 0
0.5322621 0
0.5439968 0
0.5548855 0
0.5666613 0
0.5777218 0
0.5894038 0
0.601967 0
0.6135645 0
0.625394 0
0.6359236 0
0.6470922 0
0.6581325 0
0.669363 0
0.6805198 0
0.6942397 0
0.7059088 0
0.7170921 0
0.7286251 0
0.7401441 0
0.7511398 0
0.7633087 0
0.7739303 0
0.7849381 0
0.7956694 0
0.8065513 0
0.8176848 0
0.8283952 0
0.8407389 0
0.8517521 0
0.8626862 0
0.8738838 0
0.884733 0
0.8978261 0
0.9096614 0
0.920414 0
0.9313533 0
0.9428812 0
0.9547016 0
0.9656001 0
0.9762703 0
0.9870905 0
0.9978476 0
1.00984 0
1.025293 0
1.035967 0
1.046694 0
1.057986 0
1.068839 0
1.080708 0
1.092835 0
1.106664 0
1.117767 0
1.1286 0
1.140216 0
1.151031 0
1.162748 0
1.174576 0
1.185518 0
1.19696 0
1.209132 0
1.222203 0
1.234682 0
1.246482 0
1.257993 0
1.269306 0
1.280789 0
1.292077 0
1.302618 0
1.315492 0
1.326779 0
1.338056 0
1.34889 0
1.360046 0
1.371078 0
1.381893 0
1.393046 0
1.404071 0
1.414962 0
1.425945 0
1.436591 0
1.447905 0
1.459372 0
1.470429 0
1.481472 0
1.492314 0
1.504422 0
1.517027 0
1.527755 0
1.53915 0
1.55027 0
1.561817 0
1.573332 0
1.58429 0
1.596633 0
1.608848 0
1.626428 0
1.637343 0
1.648214 0
1.66011 0
1.673685 0
1.684717 0
1.695467 0
1.706745 0
1.718868 0
1.730182 0
1.741323 0
1.752037 0
1.763094 0
1.774382 0
1.785531 0
1.79615 0
1.807138 0
1.817996 0
1.829408 0
1.841032 0
1.851805 0
1.863336 0
1.874205 0
1.885016 0
1.896051 0
1.907369 0
1.920022 0
1.930634 0
1.941613 0
1.952518 0
1.963517 0
1.974596 0
1.985409 0
1.996673 0
2.007788 0
2.018373 0
2.029186 0
2.040453 0
2.052286 0
2.064164 0
2.076266 0
2.088406 0
2.100411 0
2.112167 0
2.125401 0
2.136072 0
2.146873 0
2.15781 0
2.169085 0
2.179697 0
2.19165 0
2.202615 0
2.213937 0
2.225918 0
2.236804 0
2.247975 0
2.259221 0
2.270135 0
2.282089 0
2.293043 0
2.303597 0
2.314558 0
2.327964 0
2.340174 0
2.351529 0
2.363241 0
2.374659 0
2.385997 0
2.397365 0
2.409539 0
2.424157 0
2.434893 0
2.44647 0
2.457458 0
2.46851 0
2.479067 0
2.490028 0
2.501151 0
2.511693 0
2.522568 0
2.535184 0
2.546377 0
2.558487 0
2.569764 0
2.580726 0
2.591835 0
2.60299 0
2.614511 0
2.625905 0
2.636457 0
2.647664 0
2.659964 0
2.671564 0
2.682562 0
2.69371 0
2.704961 0
2.715599 0
2.72717 0
2.73975 0
2.750685 0
2.761983 0
2.772883 0
2.784 0
2.794933 0
2.805751 0
2.816444 0
2.827983 0
2.840161 0
2.856065 0
2.867023 0
2.878692 0
2.890675 0
2.90134 0
2.912163 0
2.923826 0
2.934969 0
2.947869 0
2.960068 0
2.971447 0
2.982129 0
2.993118 0
3.004573 0
3.016159 0
3.026993 0
3.038148 0
3.048868 0
3.060314 0
3.072541 0
3.084335 0
3.096343 0
3.108083 0
3.120137 0
3.132072 0
3.143058 0
3.156853 0
3.168637 0
3.17922 0
3.190483 0
3.201121 0
3.211907 0
3.224001 0
3.235202 0
3.247569 0
3.258765 0
3.269515 0
3.280636 0
3.291804 0
3.302446 0
