0 0 0 0
0.02 0 0 0
0.05333333 0 0 0
0.08666666 0 0 0
0.12 0 0 0
0.1503248 0 0 0
0.179641 0 0 0
0.2129743 0 0 0
0.2395359 0 0 0
0.2728693 0 0 0
0.3050548 0 0 0
0.3310228 0 0 0
0.3643561 0 0 0
0.3976894 0 0 0
0.4310228 0 0 0
0.4589221 0 0 0
0.4875573 0 0 0
0.5183954 0 0 0
0.5517287 0 0 0
0.5819833 0 0 0
0.6137969 0 0 0
0.6414859 0 0 0
0.6748192 0 0 0
0.7023172 0 0 0
0.7356505 0 0 0
0.7631372 0 0 0
0.7937942 0 0 0
0.8213902 0 0 0
0.8500453 0 0 0
0.8794447 0 0 0
0.909911 0 0 0
0.9380233 0 0 0
0.9699342 0 0 0
1.00183 0 0 0
1.030537 0 0 0
1.059524 0 0 0
1.092857 0 0 0
1.121318 0 0 0
1.150279 0 0 0
1.178426 0 0 0
1.208816 0 0 0
1.23913 0 0 0
1.269841 0 0 0
1.298305 0 0 0
1.328534 0 0 0
1.355864 0 0 0
1.384278 0 0 0
1.411184 0 0 0
1.444518 0 0 0
1.471308 0 0 0
1.504641 0 0 0
1.535889 0 0 0
1.569135 0 0 0
1.602468 0 0 0
1.630036 0 0 0
1.657761 0 0 0
1.690984 0 0 0
1.724318 0 0 0
1.75247 0 0 0
1.777901 0 0 0
1.809321 0 0 0
1.842655 0 0 0
1.875988 0 0 0
1.902253 0 0 0
1.931035 0 0 0
1.964369 0 0 0
1.995335 0 0 0
2.026933 0 0 0
2.060266 0 0 0
2.0936 0 0 0
2.12175 0 0 0
2.149541 0 0 0
2.18107 0 0 0
2.208383 0 0 0
2.236965 0 0 0
2.270298 0 0 0
2.298943 0 0 0
2.332276 0 0 0
2.36561 0 0 0
2.398943 0 0 0
2.432276 0 0 0
2.461166 0 0 0
2.4945 0 0 0
2.524552 0 0 0
2.553377 0 0 0
2.585269 0 0 0
2.614189 0 0 0
2.6431 0 0 0
2.674555 0 0 0
2.705133 0 0 0
2.736236 0 0 0
2.769569 0 0 0
2.797128 0 0 0
2.828089 0 0 0
2.859651 0 0 0
2.889958 0 0 0
2.923291 0 0 0
2.956624 0 0 0
2.989958 0 0 0
3.01577 0 0 0
3.043896 0 0 0
3.077229 0 0 0
3.106701 0 0 0
3.135845 0 0 0
3.167422 0 0 0
3.196196 0 0 0
3.229529 0 0 0
3.257513 0 0 0
3.286479 0 0 0
3.317194 0 0 0
3.347243 0 0 0
3.37697 0 0 0
3.409046 0 0 0
3.437496 0 0 0
3.4668 0 0 0
3.494026 0 0 0
3.527359 0 0 0
3.556439 0 0 0
3.589772 0 0 0
3.616962 0 0 0
3.646572 0 0 0
3.673999 0 0 0
3.704922 0 0 0
3.734623 0 0 0
3.766392 0 0 0
3.798048 0 0 0
3.826313 0 0 0
3.856224 0 0 0
3.885575 0 0 0
3.914192 0 0 0
3.943738 0 0 0
3.974315 0 0 0
4.007648 0 0 0
4.037164 0 0 0
4.067289 0 0 0
4.095283 0 0 0
4.124611 0 0 0
4.153339 0 0 0
4.182891 0 0 0
4.211076 0 0 0
4.239433 0 0 0
4.266835 0 0 0
4.297546 0 0 0
4.326957 0 0 0
4.360291 0 0 0
4.387392 0 0 0
4.418869 0 0 0
4.447537 0 0 0
4.479486 0 0 0
4.508558 0 0 0
4.538541 0 0 0
4.565918 0 0 0
4.593616 0 0 0
4.6209 0 0 0
4.654233 0 0 0
4.681576 0 0 0
4.710307 0 0 0
4.738955 0 0 0
4.767526 0 0 0
4.795293 0 0 0
4.828627 0 0 0
4.857809 0 0 0
4.889883 0 0 0
4.91645 0 0 0
4.946447 0 0 0
4.976636 0 0 0
5.006462 0 0 0
5.038027 0 0 0
5.068737 0 0 0
5.100426 0 0 0
5.13299 0 0 0
5.162242 0 0 0
5.192854 0 0 0
5.2214 0 0 0
5.252814 0 0 0
5.286148 0 0 0
5.315667 0 0 0
5.347519 0 0 0
5.380852 0 0 0
5.409841 0 0 0
5.439172 0 0 0
5.469141 0 0 0
