時間[s] 推定速度[km/h]
0 0
0.02 0
0.07 0
0.1143959 0
0.1384583 0
0.1498688 0
0.162159 0
0.1754205 0
0.1878237 0
0.1992687 0
0.2107815 0
0.222125 0
0.2328168 0
0.2441592 0
0.2557565 0
0.2667233 0
0.2779604 0
0.2927026 0
0.3042061 0
0.3148074 0
0.3255278 0
0.3365242 0
0.3479097 0
0.3587135 0
0.3694846 0
0.3804937 0
0.3919842 0
0.4032912 0
0.4138056 0
0.4244632 0
0.435524 0
0.4463133 0
0.4581544 0
0.4693801 0
0.480209 0
0.4931618 0
0.5046083 0
0.5158772 0
0.5270091 0
0.5390711 0
0.5510627 0
0.5628939 0
0.5749245 0
0.5871813 0
0.5977377 0
0.6086388 0
0.6196978 0
0.6316958 0
0.6533325 0
0.6639023 0
0.6747114 0
0.6861204 0
0.6995458 0
0.7105255 0
0.7217884 0
0.7324726 0
0.7440294 0
0.7564622 0
0.7670799 0
0.7778804 0
0.7896157 0
0.8004213 0
0.8119137 0
0.8230081 0
0.833761 0
0.8451862 0
0.8579377 0
0.8687038 0
0.8796781 0
0.8908384 0
0.9044274 0
0.9149806 0
0.9261174 0
0.9376639 0
0.9514046 0
0.9632653 0
0.9750364 0
0.9872628 0
0.998914 0
1.010041 0
1.021988 0
1.032683 0
1.045041 0
1.056546 0
1.06757 0
1.07844 0
1.089557 0
1.100115 0
1.113045 0
1.125581 0
1.136996 0
1.14779 0
1.158764 0
1.170408 0
1.18178 0
1.193181 0
1.205092 0
1.220814 0
1.23145 0
1.243223 0
1.254923 0
1.265909 0
1.277298 0
1.288492 0
1.300395 0
1.313586 0
1.325189 0
1.335953 0
1.347334 0
1.358888 0
1.370337 0
1.381177 0
1.391987 0
1.403744 0
1.414449 0
1.425225 0
1.436548 0
1.447888 0
1.459895 0
1.4714 0
1.482182 0
1.49313 0
1.504314 0
1.517684 0
1.529023 0
1.540277 0
1.55086 0
1.562091 0
1.573988 0
1.585096 0
1.596137 0
1.607744 0
1.618544 0
1.63005 0
1.641921 0
1.653832 0
1.664508 0
1.675372 0
1.687518 0
1.698147 0
1.709267 0
1.721937 0
1.73252 0
1.744007 0
1.755763 0
1.767024 0
1.778175 0
1.789734 0
1.800734 0
1.81158 0
1.82283 0
1.837765 0
1.84883 0
1.86064 0
1.872269 0
1.883273 0
1.894048 0
1.905848 0
1.916914 0
1.92938 0
1.940719 0
1.952105 0
1.963651 0
1.975032 0
1.985736 0
1.997022 0
2.008608 0
2.020213 0
2.030849 0
2.041653 0
2.052946 0
2.063832 0
2.075819 0
2.087005 0
2.098182 0
2.109192 0
2.120447 0
2.133883 0
2.145539 0
2.157051 0
2.167588 0
2.178715 0
2.190067 0
2.202141 0
2.213508 0
2.224965 0
2.236562 0
2.247947 0
2.260017 0
2.272101 0
2.283105 0
2.294583 0
2.305805 0
2.316312 0
2.327121 0
2.339903 0
2.350767 0
2.362201 0
2.373698 0
2.384317 0
2.395065 0
2.406483 0
2.418261 0
2.429483 0
2.440831 0
2.452289 0
2.464008 0
2.47598 0
2.487501 0
2.498509 0
2.509574 0
2.521652 0
2.532303 0
2.545506 0
2.55735 0
2.579486 0
2.593068 0
2.606599 0
2.61814 0
2.632737 0
2.646643 0
2.660412 0
2.674169 0
2.690063 0
2.702416 0
2.713612 0
2.725484 0
2.738085 0
2.751443 0
2.762684 0
2.773998 0
2.785215 0
2.797034 0
2.808693 0
2.819933 0
2.831471 0
2.842498 0
2.854702 0
2.866154 0
2.877611 0
2.890058 0
2.902644 0
2.914318 0
2.926281 0
2.937735 0
2.950888 0
2.963598 0
2.976325 0
2.988117 0
2.999034 0
3.010479 0
3.023169 0
3.033984 0
3.045331 0
3.058036 0
3.07498 0
3.087727 0
3.099853 0
3.111877 0
3.12425 0
3.13555 0
3.14805 0
3.161603 0
3.173447 0
3.185256 0
3.197296 0
3.209001 0
3.220379 0
3.23174 0
3.243632 0
3.255027 0
3.266584 0
3.278227 0
3.290266 0
3.30178 0
3.313291 0
3.325005 0
3.337519 0
3.350356 0
3.363815 0
3.375978 0
3.389989 0
3.403047 0
3.415251 0
3.428105 0
3.439206 0
3.449992 0
3.461315 0
3.472523 0
3.483284 0
3.493897 0
3.505096 0
3.516053 0
3.526998 0
3.53898 0
3.551664 0
3.567704 0
3.579329 0
3.590664 0
3.601869 0
3.61273 0
3.625181 0
3.641294 0
3.653153 0
3.663882 0
3.674805 0
3.685816 0
3.6968 0
3.707602 0
3.718286 0
3.729069 0
3.740425 0
3.751659 0
3.764364 0
3.775137 0
3.786794 0
3.798433 0
3.809597 0
3.820634 0
3.831125 0
3.842523 0
3.853886 0
3.864689 0
3.876285 0
3.887785 0
3.898658 0
3.909893 0
3.925445 0
3.938306 0
3.948877 0
3.960186 0
3.973467 0
3.984736 0
3.995555 0
4.006348 0
4.025792 0
