時間[s] 推定速度[km/h]
0 0
0.02 0
0.07 0
0.1160181 0
0.1366533 0
0.1494328 0
0.1621917 0
0.1761423 0
0.1871019 0
0.1983549 0
0.2100616 0
0.2207001 0
0.231951 0
0.2425529 0
0.2535267 0
0.264314 0
0.2754095 0
0.2896395 0
0.3002691 0
0.3109752 0
0.3220205 0
0.333259 0
0.344588 0
0.3551763 0
0.3666228 0
0.3782716 0
0.3894353 0
0.4001985 0
0.4119785 0
0.4234737 0
0.4341558 0
0.4451782 0
0.4561271 0
0.4667694 0
0.4778182 0
0.4904642 0
0.5013633 0
0.5119528 0
0.5226408 0
0.5334258 0
0.5447804 0
0.5562739 0
0.5674392 0
0.5788666 0
0.5903037 0
0.6012849 0
0.612395 0
0.6234081 0
0.634049 0
0.6449784 0
0.6560521 0
0.6672762 0
0.6779063 0
0.6911181 0
0.7020258 0
0.71276 0
0.72381 0
0.7356586 0
0.7465675 0
0.757149 0
0.767909 0
0.7792101 0
0.7900921 0
0.800752 0
0.8121542 0
0.8230027 0
0.8339828 0
0.8447574 0
0.8556365 0
0.8664671 0
0.8773893 0
0.8883967 0
0.9011338 0
0.9118474 0
0.922737 0
0.9332367 0
0.9444526 0
0.9555264 0
0.9663295 0
0.9772071 0
0.9883003 0
1.000451 0
1.011579 0
1.023129 0
1.033681 0
1.044583 0
1.056204 0
1.066901 0
1.078421 0
1.092804 0
1.104916 0
1.115917 0
1.126453 0
1.136871 0
1.147578 0
1.158418 0
1.17023 0
1.183278 0
1.198798 0
1.211182 0
1.225093 0
1.236263 0
1.248116 0
1.258736 0
1.269489 0
1.281144 0
1.292153 0
1.302789 0
1.316656 0
1.327704 0
1.339245 0
1.350256 0
1.362253 0
1.374223 0
1.387849 0
1.399024 0
1.410721 0
1.422158 0
1.434923 0
1.447208 0
1.458918 0
1.471863 0
1.484287 0
1.495099 0
1.506547 0
1.520143 0
1.54748 0
1.55964 0
1.571512 0
1.582673 0
1.594342 0
1.606874 0
1.619573 0
1.632576 0
1.643594 0
1.656198 0
1.668462 0
1.679855 0
1.69109 0
1.702128 0
1.713733 0
1.727137 0
1.737957 0
1.748989 0
1.761114 0
1.773059 0
1.784823 0
1.798297 0
1.810793 0
1.82225 0
1.834793 0
1.848175 0
1.86048 0
1.87171 0
1.883612 0
1.896482 0
1.908069 0
1.919201 0
1.932446 0
1.948069 0
1.960207 0
1.971689 0
1.984846 0
1.996299 0
2.008035 0
2.019003 0
2.030624 0
2.042528 0
2.054471 0
2.066418 0
2.080962 0
2.092011 0
2.10357 0
2.115305 0
2.12655 0
2.139651 0
2.150274 0
2.161626 0
2.174018 0
2.185277 0
2.197569 0
2.209103 0
2.220498 0
2.231853 0
2.243227 0
2.254757 0
2.267878 0
2.279449 0
2.291033 0
2.302446 0
2.313852 0
2.325597 0
2.337124 0
2.356174 0
2.367923 0
2.382176 0
2.39405 0
2.410463 0
2.42196 0
2.43486 0
2.447569 0
2.459636 0
2.470875 0
2.482043 0
2.493939 0
2.506051 0
2.517479 0
2.529111 0
2.541493 0
2.555056 0
2.566663 0
2.578295 0
2.592196 0
2.602795 0
2.614872 0
2.625856 0
2.636371 0
2.647263 0
2.658769 0
2.669832 0
2.680604 0
2.69207 0
2.702721 0
2.713357 0
2.725036 0
2.73572 0
2.74676 0
2.7589 0
2.769619 0
2.780969 0
2.791776 0
2.802184 0
2.813156 0
2.824051 0
2.834882 0
2.845466 0
2.856135 0
2.866545 0
2.877451 0
2.888132 0
2.899154 0
2.90996 0
2.921302 0
2.932221 0
2.944177 0
2.960058 0
2.973158 0
3.023158 0
3.055954 0
3.07376 0
3.085077 0
3.097032 0
3.110092 0
3.12238 0
3.134012 0
3.144824 0
3.155696 0
3.167155 0
3.178973 0
3.195165 0
3.205973 0
3.216737 0
3.227911 0
3.2387 0
3.250187 0
3.261605 0
3.275162 0
3.286411 0
3.297001 0
3.307966 0
3.319736 0
3.331101 0
3.348058 0
3.359846 0
3.370862 0
3.381907 0
3.393854 0
3.406148 0
3.416794 0
3.42741 0
3.438086 0
