時間[s] 推定速度[km/h]
0 0
0.02 0
0.07 0
0.1141574 0
0.1342606 0
0.1473627 0
0.15989 0
0.1730707 0
0.1854095 0
0.1978041 0
0.209634 0
0.2227098 0
0.2353667 0
0.2478622 0
0.2594762 0
0.2714809 0
0.2869212 0
0.3000486 0
0.3126907 0
0.3244388 0
0.3367997 0
0.3494135 0
0.3617672 0
0.3752031 0
0.3881282 0
0.3998785 0
0.4121874 0
0.4242062 0
0.4358334 0
0.4482498 0
0.4616567 0
0.4734484 0
0.486905 0
0.4989105 0
0.5106015 0
0.5229276 0
0.535804 0
0.5480261 0
0.5606912 0
0.5732548 0
0.5851674 0
0.5971135 0
0.6085721 0
0.6201806 0
0.6329636 0
0.6447339 0
0.6566224 0
0.6683316 0
0.6807016 0
0.6946591 0
0.7064433 0
0.7185766 0
0.7321844 0
0.7453337 0
0.7574845 0
0.7698946 0
0.7819034 0
0.7950774 0
0.8074982 0
0.8191026 0
0.831594 0
0.8434592 0
0.8561227 0
0.868013 0
0.8797391 0
0.8915529 0
0.9064574 0
0.9183809 0
0.932005 0
0.9436042 0
0.9557194 0
0.9680093 0
0.9797107 0
0.991455 0
1.003379 0
1.017573 0
1.030649 0
1.042514 0
1.054785 0
1.067272 0
1.080249 0
1.091768 0
1.104903 0
1.117038 0
1.130261 0
1.142421 0
1.154015 0
1.165847 0
1.177913 0
1.189969 0
1.202073 0
1.214476 0
1.226109 0
1.238475 0
1.250681 0
1.262937 0
1.274525 0
1.286076 0
1.29838 0
1.313109 0
1.331462 0
1.344458 0
1.358732 0
1.371299 0
1.383796 0
1.396538 0
1.409286 0
1.421606 0
1.433569 0
1.445941 0
1.458682 0
1.470577 0
1.483308 0
1.495366 0
1.507151 0
1.520946 0
1.533345 0
1.545332 0
1.557624 0
1.571248 0
1.583102 0
1.595544 0
1.608005 0
1.619787 0
1.632663 0
1.645019 0
1.656947 0
1.669193 0
1.682169 0
1.694039 0
1.70686 0
1.718862 0
1.732739 0
1.745425 0
1.756976 0
1.769208 0
1.780965 0
1.792762 0
1.804914 0
1.817497 0
1.829715 0
1.841728 0
1.854847 0
1.866721 0
1.878622 0
1.890189 0
1.902288 0
1.914559 0
1.92679 0
1.941567 0
1.953492 0
1.966748 0
1.979301 0
1.991433 0
2.003645 0
2.01613 0
2.029007 0
2.040881 0
2.052972 0
2.065119 0
2.077372 0
2.089417 0
2.101398 0
2.113884 0
2.126169 0
2.137866 0
2.15157 0
2.163499 0
2.175233 0
2.187676 0
2.199587 0
2.211646 0
2.223479 0
2.235692 0
2.247478 0
2.258923 0
2.271145 0
2.282994 0
2.295301 0
2.306847 0
2.318624 0
2.331416 0
2.34352 0
2.35811 0
2.370301 0
2.382537 0
2.394175 0
2.407058 0
2.421241 0
2.433776 0
2.4461 0
2.458912 0
2.472912 0
2.484642 0
2.496939 0
2.508749 0
2.521369 0
2.533545 0
2.545654 0
2.560138 0
2.573923 0
2.586716 0
2.599144 0
2.611589 0
2.628522 0
2.640328 0
2.652788 0
2.664748 0
2.676262 0
2.689067 0
2.701705 0
2.71333 0
2.724948 0
2.73728 0
2.749691 0
2.763519 0
2.775507 0
2.787187 0
2.800444 0
2.812444 0
2.824414 0
2.836676 0
2.848961 0
2.860381 0
2.87235 0
2.884443 0
2.896978 0
2.90939 0
2.921839 0
2.934305 0
2.946927 0
2.959321 0
2.973754 0
2.986065 0
2.99851 0
3.010604 0
3.024287 0
3.03699 0
3.049563 0
3.06179 0
3.074155 0
3.086534 0
3.098389 0
3.110286 0
3.122166 0
3.134843 0
3.146749 0
3.15822 0
3.170249 0
3.184393 0
3.19705 0
3.208843 0
3.220341 0
3.232147 0
3.245233 0
3.25684 0
3.268962 0
3.280905 0
3.293344 0
3.305034 0
3.317241 0
3.329732 0
3.341768 0
3.354186 0
3.366747 0
3.379046 0
3.392806 0
3.404877 0
3.417481 0
3.430637 0
3.442237 0
3.455011 0
3.467823 0
3.480002 0
3.491486 0
3.503091 0
3.5154 0
3.527458 0
3.539099 0
3.551122 0
3.563948 0
3.577637 0
