時間[s] 起点x 起点y 起点z ベクトルx ベクトルy ベクトルz
0 0 1.97 0.3 0 0 1
0.02 0 1.97 0.3 0 0 1
0.05333333 -0.0262149 1.920591 0.3774588 0 0 1
0.08666666 -0.007782638 1.962817 0.2828628 0 0 1
0.09627356 0.000590384 1.968086 0.2849932 0 0 1
0.1068541 0.0006973743 1.967724 0.2849145 0 0 1
0.1164547 0.0003609657 1.968753 0.2849864 0 0 1
0.127754 0.0005314946 1.968594 0.2849948 0 0 1
0.1382088 0.0004073381 1.968569 0.2850043 0 0 1
0.1500421 0.0003650207 1.968493 0.2850699 0 0 1
0.1603395 0.0004450083 1.968184 0.2850744 0 0 1
0.171388 0.0004041195 1.968058 0.285102 0 0 1
0.1831923 0.0003721118 1.967743 0.2851526 0 0 1
0.1938926 0.0003604293 1.967657 0.2850561 0 0 1
0.2051832 0.000421524 1.967332 0.2850472 0 0 1
0.2162828 0.0004128814 1.967086 0.2849705 0 0 1
0.2270671 0.0004325509 1.96709 0.284982 0 0 1
0.2381049 0.0004707575 1.966623 0.2847587 0 0 1
0.2495373 0.0003833771 1.966527 0.2846818 0 0 1
0.2629403 0.0002880692 1.966043 0.284583 0 0 1
0.2718932 0.0004772544 1.966076 0.2844056 0 0 1
0.2831763 0.0006484985 1.965668 0.284178 0 0 1
0.2938206 0.0005728006 1.965467 0.2841219 0 0 1
0.3049331 0.0004005432 1.965031 0.2839528 0 0 1
0.3164714 0.0003910065 1.964529 0.2838233 0 0 1
0.3273857 0.0003176928 1.964439 0.2837387 0 0 1
0.3382096 0.0003249049 1.964229 0.2832741 0 0 1
0.349991 0.0005831122 1.96467 0.2831127 0 0 1
0.3606253 0.0004590154 1.96521 0.2826706 0 0 1
0.3715854 0.0006543994 1.965758 0.2824702 0 0 1
0.3829605 0.0006225109 1.966 0.2825379 0 0 1
0.3939457 0.0003846884 1.966224 0.2823913 0 0 1
0.4048611 0.0003303289 1.966156 0.2825483 0 0 1
0.4168043 -1.698732E-05 1.966368 0.282622 0 0 1
0.4272344 0.0004118085 1.966299 0.2828535 0 0 1
0.4384243 0.0007994175 1.966666 0.2829176 0 0 1
0.4493961 0.000577569 1.966973 0.2828147 0 0 1
0.4607816 0.0004284978 1.966986 0.2829531 0 0 1
0.4739202 0.0002027154 1.967764 0.2830781 0 0 1
0.4829902 0.0001013875 1.968261 0.2832856 0 0 1
0.4936545 0.0001684427 1.968909 0.2835577 0 0 1
0.504851 0.0002340078 1.969115 0.2838704 0 0 1
0.5166059 0.0003552437 1.969018 0.2839116 0 0 1
0.5273975 0.0002177954 1.969352 0.2842223 0 0 1
0.5383362 0.0001550913 1.969165 0.2845659 0 0 1
0.5496005 0.0003353953 1.969538 0.2847721 0 0 1
0.5604017 0.0005279779 1.969604 0.2848389 0 0 1
0.5715553 0.0005975366 1.97006 0.2852592 0 0 1
0.583186 0.0006199479 1.970483 0.2854646 0 0 1
0.593564 0.0003396273 1.970527 0.2855779 0 0 1
0.6048036 0.0005878806 1.971148 0.2857903 0 0 1
0.6164768 0.0004009604 1.971367 0.2860106 0 0 1
0.6273922 0.0004442334 1.972004 0.2862376 0 0 1
0.6382061 0.0005757213 1.971873 0.2862082 0 0 1
0.6499792 0.0007222295 1.972336 0.2866892 0 0 1
0.6607332 0.0005190372 1.972773 0.2868527 0 0 1
0.6718919 0.0006999969 1.972602 0.2868639 0 0 1
0.6847805 0.0005808473 1.972978 0.2871753 0 0 1
0.694158 0.0006946921 1.973012 0.287111 0 0 1
0.7056122 0.0005518794 1.973361 0.2872008 0 0 1
0.7176976 0.0005626082 1.973547 0.2873049 0 0 1
0.7297472 0.000741303 1.973904 0.287393 0 0 1
0.741496 0.0006984472 1.973961 0.2873334 0 0 1
0.7539467 0.0008988976 1.974112 0.2872885 0 0 1
0.7648147 0.0008032918 1.974044 0.2871825 0 0 1
0.7769113 0.0008071065 1.974212 0.2872791 0 0 1
0.7876738 0.000973165 1.974305 0.2873004 0 0 1
0.7991335 0.000949204 1.974362 0.287106 0 0 1
0.8104703 0.001027048 1.974391 0.2871668 0 0 1
0.8213854 0.0008601546 1.974361 0.2869275 0 0 1
0.8328654 0.0009311438 1.974265 0.287024 0 0 1
0.8433691 0.0009099841 1.974415 0.2869745 0 0 1
0.8549126 0.00086236 1.974417 0.2868266 0 0 1
0.8661054 0.0009322762 1.974313 0.2867817 0 0 1
0.8768018 0.0009309053 1.974321 0.2867488 0 0 1
0.8905944 0.0008702278 1.974094 0.2866437 0 0 1
0.899649 0.0008819699 1.973905 0.2865169 0 0 1
0.9100165 0.0006709695 1.973474 0.2866278 0 0 1
0.9210907 0.0008200407 1.973238 0.2864657 0 0 1
0.9329877 0.0006017089 1.972887 0.2865598 0 0 1
0.9430857 0.0007461905 1.972389 0.2864879 0 0 1
0.9543353 0.000846386 1.972323 0.286424 0 0 1
0.9660594 0.0007199645 1.971567 0.2863101 0 0 1
0.9766738 0.0007727146 1.971534 0.2862055 0 0 1
0.9884825 0.000544548 1.971 0.2860486 0 0 1
0.9993935 0.000690341 1.970786 0.2858647 0 0 1
1.010313 0.0005918145 1.970395 0.2858907 0 0 1
1.020924 0.0004860163 1.969812 0.2858598 0 0 1
1.032717 0.0005857348 1.969576 0.2858341 0 0 1
1.043372 0.0004059076 1.968647 0.285844 0 0 1
1.058292 0.0004463196 1.968466 0.2858065 0 0 1
1.065785 0.000441134 1.967483 0.2857796 0 0 1
1.074556 0.0004171133 1.967397 0.2855953 0 0 1
1.085925 0.0004423857 1.966931 0.28561 0 0 1
1.099613 0.0005828142 1.96612 0.2852935 0 0 1
1.10812 0.0006230474 1.966006 0.2853151 0 0 1
1.119564 0.0005635023 1.965325 0.2850038 0 0 1
1.130461 0.0002803206 1.965281 0.2848831 0 0 1
1.141724 0.0001613498 1.965114 0.2845922 0 0 1
1.152639 0.0002471805 1.964847 0.2843291 0 0 1
1.163988 0.0003349781 1.964817 0.2841873 0 0 1
1.174652 0.0005316138 1.964658 0.2837401 0 0 1
1.186325 0.0004493594 1.964714 0.2837283 0 0 1
1.197408 0.0004394054 1.964464 0.2832123 0 0 1
1.207928 0.0002169609 1.964339 0.2832057 0 0 1
1.219361 0.0001969934 1.964132 0.283165 0 0 1
1.230664 0.0003225803 1.964052 0.2828448 0 0 1
1.241606 0.0002765656 1.964268 0.2828329 0 0 1
1.252625 0.0002627969 1.964416 0.2823803 0 0 1
1.263752 9.679794E-05 1.964664 0.2822632 0 0 1
1.274946 0.0003013611 1.965124 0.282037 0 0 1
1.286027 0.0004695654 1.965215 0.2823173 0 0 1
1.300277 0.000277102 1.965564 0.2819754 0 0 1
1.308558 0.0001686811 1.965544 0.2821845 0 0 1
1.31952 -1.376867E-05 1.96537 0.2824953 0 0 1
1.330273 -0.0001456141 1.965397 0.2828883 0 0 1
1.34154 8.320808E-05 1.965383 0.2831636 0 0 1
1.352475 6.449223E-05 1.965823 0.2833157 0 0 1
1.363944 0.0003664494 1.966136 0.2833611 0 0 1
1.375052 0.0004580021 1.966807 0.2835721 0 0 1
1.385989 0.0003095269 1.967312 0.2839099 0 0 1
1.396993 9.983778E-05 1.967074 0.283929 0 0 1
1.408139 1.823902E-05 1.967393 0.2840163 0 0 1
1.419797 0.0002893806 1.967601 0.2840133 0 0 1
1.430792 -9.387732E-05 1.96783 0.2842385 0 0 1
1.441759 0.0001153946 1.968073 0.284492 0 0 1
1.453535 0.0002399683 1.968209 0.2843692 0 0 1
1.464339 0.0001725554 1.968573 0.2846199 0 0 1
1.475696 0.0001993179 1.968597 0.2844552 0 0 1
1.486782 0.0001243949 1.968494 0.2844373 0 0 1
1.49995 0.0001375079 1.968692 0.2844524 0 0 1
1.509184 0.0001487732 1.968743 0.2845566 0 0 1
1.520887 -6.002188E-05 1.969092 0.2847419 0 0 1
1.532244 -0.0001789927 1.969365 0.2847679 0 0 1
1.543287 -6.53863E-05 1.969462 0.2847755 0 0 1
1.554548 2.980232E-07 1.969941 0.2850023 0 0 1
1.566149 0.0003371239 1.970036 0.2850003 0 0 1
1.576621 0.0002191067 1.97015 0.2851164 0 0 1
1.58813 0.0001846552 1.970323 0.2851148 0 0 1
1.599556 0.0001212358 1.970343 0.2852156 0 0 1
1.610516 0.0002070069 1.970609 0.2853155 0 0 1
1.621487 0.0002544522 1.970611 0.2853667 0 0 1
1.63272 0.0004280806 1.971018 0.2854195 0 0 1
1.643709 0.0002965331 1.971115 0.2854081 0 0 1
1.654486 0.0003251433 1.971235 0.2855561 0 0 1
1.66614 0.0002645254 1.971715 0.2856367 0 0 1
1.676839 0.0003826618 1.971848 0.2857144 0 0 1
1.687717 0.0002858639 1.972339 0.2859781 0 0 1
1.700918 0.0002357364 1.972538 0.2860428 0 0 1
1.709687 0.0001744628 1.973014 0.2863152 0 0 1
1.721575 0.000107348 1.973356 0.2864622 0 0 1
1.732114 -3.5882E-05 1.973344 0.2866032 0 0 1
1.743391 -0.0001786351 1.973804 0.2868474 0 0 1
1.754382 -8.565187E-05 1.973845 0.2868252 0 0 1
1.766235 1.788139E-07 1.97438 0.2869243 0 0 1
1.776639 -4.11272E-05 1.974531 0.2868725 0 0 1
1.787833 -0.0001968145 1.97515 0.2869136 0 0 1
1.798934 -0.0003517866 1.975423 0.2867885 0 0 1
1.810193 -0.0003108382 1.975606 0.2867437 0 0 1
1.821401 -0.0004653931 1.975891 0.2865567 0 0 1
1.832302 -0.0003954172 1.975955 0.2864848 0 0 1
1.843326 -0.0003768206 1.97588 0.2864189 0 0 1
1.854375 -0.0003887415 1.975952 0.2862782 0 0 1
1.865972 -0.0003789067 1.975898 0.2861156 0 0 1
1.876645 -0.0003499985 1.976128 0.2857774 0 0 1
1.887692 -0.0005044937 1.975866 0.2859063 0 0 1
1.899374 -0.0006753802 1.975837 0.2854568 0 0 1
1.912064 -0.0005292296 1.975681 0.2855993 0 0 1
1.922046 -0.0005792379 1.975341 0.2853677 0 0 1
1.932646 -0.000261426 1.974692 0.2851174 0 0 1
1.943319 -0.0006972551 1.974491 0.2851289 0 0 1
1.954534 -0.0006377101 1.973841 0.2849059 0 0 1
1.966162 -0.0006691217 1.973399 0.2849402 0 0 1
1.976789 -0.0005486012 1.973129 0.2849391 0 0 1
1.98778 -0.0006077886 1.972405 0.2848224 0 0 1
1.999171 -0.0005956888 1.972136 0.2848021 0 0 1
2.009976 -0.0005950928 1.971246 0.2847033 0 0 1
2.021418 -0.0007251501 1.970875 0.284868 0 0 1
2.032659 -0.0009365082 1.969706 0.2849019 0 0 1
2.043324 -0.000836432 1.969168 0.2847803 0 0 1
2.054682 -0.000731945 1.969199 0.2846838 0 0 1
2.065998 -0.0006741881 1.968401 0.2846709 0 0 1
2.076987 -0.0007277727 1.968441 0.2847129 0 0 1
2.08814 -0.000762403 1.967335 0.2847341 0 0 1
2.098979 -0.0007662773 1.967112 0.2847824 0 0 1
2.10989 -0.0007089972 1.966094 0.2849113 0 0 1
2.122886 -0.0006834269 1.965716 0.2848266 0 0 1
2.13239 -0.0007404089 1.96575 0.2846887 0 0 1
2.143132 -0.0008168817 1.965368 0.2844698 0 0 1
2.154328 -0.0008289218 1.965552 0.2843606 0 0 1
2.166147 -0.0007190108 1.96526 0.2841682 0 0 1
2.176701 -0.000798583 1.965321 0.284291 0 0 1
2.188096 -0.0007204413 1.964965 0.2840456 0 0 1
2.199203 -0.0008518696 1.964892 0.2841062 0 0 1
2.210129 -0.000629425 1.964899 0.2839738 0 0 1
2.221223 -0.000657618 1.964517 0.2838112 0 0 1
