時間[s] 起点x 起点y 起点z ベクトルx ベクトルy ベクトルz
0 0.03414348 -0.002845474 -0.04322147 -0.03329468 0.2046356 0.9782562
0.02 0.03335373 0.0005214692 -0.05682347 0.04476929 0.09695435 0.994278
11.47328 0.03358838 8.83484E-05 -0.04949027 0.1125183 0.2894287 0.9505463
11.48801 0.03327019 0.002231079 -0.05474945 0.1088257 0.2836761 0.952713
11.50163 0.03323703 0.002658051 -0.05590961 0.1031036 0.2484131 0.9631348
11.51566 -0.01945506 0.0008302765 -0.05607778 0.1776581 0.1913605 0.9653015
11.53002 0.03322766 0.001156967 -0.05249585 0.1031647 0.2976685 0.9490662
11.54563 -0.002819412 -0.0009985047 -0.05072496 0.09533691 0.3009644 0.9488373
11.56133 0.03330432 0.000203476 -0.05165995 0.05674744 0.1885834 0.9804077
11.73934 -0.02832231 -0.0007283936 -0.04574221 0.5151367 0.0868988 0.8526764
11.75446 -0.02974027 0.002362503 -0.05370816 0.284729 0.2534027 0.9244995
11.77089 -0.03008603 0.002954117 -0.05465081 0.1530457 0.1360779 0.9787903
11.78567 -0.0306971 0.004304352 -0.05867186 0.1452179 0.1126709 0.9829559
11.80168 -0.03061252 0.00193718 -0.05178723 0.1526489 0.2140961 0.964798
11.81447 -0.0320934 0.004120911 -0.05916916 0.1021271 0.1394196 0.9849396
11.82859 -0.03352899 0.008104248 -0.07245968 0.06587219 0.06217957 0.9958801
11.84239 0.03541187 -0.002593536 -0.04637683 -0.2061157 0.1455231 0.9676361
11.85915 -0.01794643 0.001715195 -0.05506523 0.1071472 0.1797791 0.9778442
11.87319 0.02404442 0.001092758 -0.05272571 0.1300964 0.1631927 0.9779663
11.88775 0.01356336 0.0006620483 -0.05052217 0.08442688 0.05361938 0.9949799
12.04696 -0.002568909 0.009514939 -0.07859323 0.03720093 -0.01756287 0.9991455
12.06295 -0.03623439 0.0009824829 -0.05563855 0.008880615 0.2203217 0.9753723
12.07818 0.03315924 0.002471603 -0.0539699 0.1053772 0.2895508 0.9513397
12.09234 0.0337307 -0.0003288269 -0.04200798 0.0760498 0.1097107 0.9910431
12.10617 0.03006731 0.0009990541 -0.04581925 0.06825256 0.1207886 0.9903259
12.12177 0.03386007 0.0008331452 -0.0433575 0.08543396 0.1143188 0.9897614
12.13516 0.0271532 0.001121155 -0.04385709 0.08441162 0.1212158 0.9890137
12.15062 0.0008176728 0.001894898 -0.04712438 0.06689453 0.1262207 0.9897308
12.16546 -0.02314969 0.001938278 -0.04861628 0.06338501 0.1122437 0.9916534
12.17896 0.03254889 0.002949005 -0.04506516 0.08010864 0.151474 0.985199
12.19376 0.03224704 0.003157517 -0.04380599 0.08370972 0.1502533 0.9850922
12.20786 0.03212473 0.003867615 -0.04503856 0.09289551 0.1416779 0.9855347
12.22304 0.03222147 0.003823273 -0.04446195 0.1034393 0.1481628 0.9835358
12.23788 0.03234674 0.003738114 -0.04463105 0.1053009 0.1306 0.9858246
12.2527 0.02815534 0.003597214 -0.04508325 0.09513855 0.1278381 0.9872131
12.26967 0.03257039 0.003166062 -0.04449367 0.09947205 0.1133881 0.9885559
12.28394 0.03275789 0.002554123 -0.04394014 0.1062622 0.1079254 0.9884491
12.29908 0.03280661 0.002220001 -0.044351 0.1072235 0.08091736 0.990921
12.31338 0.03286095 0.001736343 -0.04424085 0.1211395 0.06399536 0.9905548
12.3282 0.0327955 0.001546219 -0.04428778 0.1043396 0.07489014 0.9917145
12.3429 0.03271221 0.001422867 -0.04482723 0.1158295 0.05284119 0.9918518
12.35739 0.03259169 0.001299362 -0.04461083 0.1217957 0.03601074 0.9918976
12.37143 0.03242835 0.00157666 -0.04526996 0.1310883 0.03501892 0.9907379
12.38718 0.0323857 0.001448151 -0.04460244 0.1444397 0.04043579 0.988678
12.40138 0.03228186 0.002061523 -0.04582332 0.1264038 0.06117249 0.9900818
12.41545 0.03228748 0.002076675 -0.04525013 0.1409454 0.03219604 0.9894867
12.42886 0.03228645 0.00207724 -0.04509452 0.1421356 0.02296448 0.9895782
12.44323 0.03232531 0.001902298 -0.04454311 0.1477966 0.02531433 0.988678
12.45796 0.03238242 0.001976181 -0.044918 0.14151 0.02958679 0.9894867
12.47448 0.03246877 0.001750641 -0.04435642 0.1513977 0.03742981 0.9877472
12.48799 0.03248696 0.001803528 -0.04454415 0.1460266 0.02949524 0.9888306
12.50187 0.03248918 0.001783737 -0.04448511 0.1488342 0.02731323 0.9884796
12.51598 0.03183622 0.001621307 -0.04424797 0.1396179 0.02584839 0.9898529
12.53133 0.03249979 0.001386536 -0.04399749 0.1608734 0.007522583 0.9869385
12.54435 0.03274698 0.001158966 -0.04362319 0.1702271 0.008361816 0.9853668
12.55878 0.03300211 0.0008877717 -0.04327091 0.1747742 0.02445984 0.9842987
12.57254 0.03310842 0.0009723664 -0.0435526 0.1729431 0.0078125 0.9848938
12.58779 0.0330781 0.001334091 -0.04406093 0.1613312 -0.01184082 0.9868164
12.60218 0.01902289 8.132935E-05 -0.0408694 0.1564178 0.03433228 0.9870911
12.61758 -0.03583916 0.001678482 -0.05145847 0.05752563 -0.01554871 0.9982147
12.6336 -0.0359115 0.002045517 -0.0521986 0.04240417 -0.006149292 0.9990692
12.64769 -0.035709 0.0007548218 -0.04773915 0.05661011 0.002365112 0.9983826
12.66033 -0.00447461 0.0009812471 -0.04483342 0.0929718 0.02732849 0.995285
12.67799 0.007396714 0.002060272 -0.04677115 0.0763855 0.009887695 0.9970245
12.69138 0.01261801 0.002291946 -0.04646439 0.06433105 0.01524353 0.9978027
12.70573 0.01353868 0.002488861 -0.04650388 0.06222534 0.01454163 0.9979401
12.72 0.01567198 0.002603287 -0.04648467 0.06608582 0.01325989 0.9977112
12.73457 0.03308733 0.002717636 -0.04512093 0.06341553 0.0163269 0.9978485
12.74849 0.03324254 0.003245621 -0.04670719 0.06837463 -0.006149292 0.9976349
12.7624 0.03334079 0.002656784 -0.04483569 0.05435181 0.007080078 0.9984894
12.77629 0.03343489 0.002776489 -0.04515454 0.05177307 0.007675171 0.9986267
12.78945 0.01155394 0.003053208 -0.04770763 0.04844666 0.01121521 0.9987488
12.80372 -0.03539005 0.003133835 -0.05191069 0.0296936 0.007553101 0.999527
12.81738 -0.03551612 0.003197739 -0.05191449 0.0337677 0.02394104 0.9991302
12.83189 -0.03547403 0.003144013 -0.0515882 0.02526855 0.03794861 0.9989471
12.84509 -0.03545211 0.003144913 -0.0515461 0.02780151 0.03410339 0.9990234
12.85836 -0.03541356 0.003258866 -0.05196433 0.02420044 0.03637695 0.9990387
12.87196 -0.03531787 0.003222702 -0.05210419 0.03224182 0.05158997 0.9981384
12.88677 -0.03522589 0.002997391 -0.05159374 0.02429199 0.04544067 0.9986572
12.90133 -0.03502702 0.002584412 -0.05065361 0.01441956 0.02961731 0.9994507
12.91608 -0.002783188 0.002187943 -0.04753943 0.02697754 0.04690552 0.9985199
12.92845 0.03354631 0.001904923 -0.04449608 0.0330658 0.06959534 0.9970245
12.94348 0.03442459 0.001929215 -0.0442865 0.0188446 0.05644226 0.9982147
12.95836 0.03436226 0.002094269 -0.04448387 0.02296448 0.05812073 0.9980316
12.97277 0.01815683 0.002177597 -0.04552306 0.009033203 0.05830383 0.9982452
12.98741 -0.002653961 0.002353378 -0.04737078 -0.001464844 0.05491638 0.9984894
13.00275 -0.02767333 0.002417404 -0.04929432 -0.01731873 0.05747986 0.9981842
13.01596 0.03420508 0.001832199 -0.04454198 0.003814697 0.09007263 0.9959259
13.03105 0.03446452 0.00172821 -0.04449021 -0.003707886 0.09762573 0.9952087
13.04531 0.03446256 0.001698151 -0.04435884 -0.01324463 0.09880066 0.9950104
13.06045 0.03449751 0.001724396 -0.04443207 -0.003067017 0.07551575 0.9971313
