時間[s] 起点x 起点y 起点z ベクトルx ベクトルy ベクトルz
2.871358 0 1.97 0.3 0 0 1
2.878139 0 1.97 0.3 0 0 1
2.884469 0 1.97 0.3 0 0 1
2.891459 0 1.97 0.3 0 0 1
2.898402 0 1.97 0.3 0 0 1
2.907871 0 1.97 0.3 0 0 1
2.914321 0 1.97 0.3 0 0 1
2.920921 0 1.97 0.3 0 0 1
2.927896 0 1.97 0.3 0 0 1
2.934235 0 1.97 0.3 0 0 1
2.941152 0 1.97 0.3 0 0 1
2.947508 0 1.97 0.3 0 0 1
2.954709 0 1.97 0.3 0 0 1
2.961934 0 1.97 0.3 0 0 1
2.968729 0 1.97 0.3 0 0 1
2.975577 0 1.97 0.3 0 0 1
2.981892 0 1.97 0.3 0 0 1
2.98842 0 1.97 0.3 0 0 1
2.994676 0 1.97 0.3 0 0 1
3.001196 0 1.97 0.3 0 0 1
3.008734 0 1.97 0.3 0 0 1
3.01507 0 1.97 0.3 0 0 1
3.022172 0 1.97 0.3 0 0 1
3.029647 0 1.97 0.3 0 0 1
3.0362 0 1.97 0.3 0 0 1
3.04329 0 1.97 0.3 0 0 1
3.050604 0 1.97 0.3 0 0 1
3.058579 0 1.97 0.3 0 0 1
3.065995 0 1.97 0.3 0 0 1
3.073556 0 1.97 0.3 0 0 1
3.080254 0 1.97 0.3 0 0 1
3.086579 0 1.97 0.3 0 0 1
3.094564 0 1.97 0.3 0 0 1
3.10193 0 1.97 0.3 0 0 1
3.111914 0 1.97 0.3 0 0 1
3.118397 0 1.97 0.3 0 0 1
3.126622 0 1.97 0.3 0 0 1
3.133586 0 1.97 0.3 0 0 1
3.141565 0 1.97 0.3 0 0 1
3.148236 0 1.97 0.3 0 0 1
3.155646 0 1.97 0.3 0 0 1
3.162576 0 1.97 0.3 0 0 1
3.169463 0 1.97 0.3 0 0 1
3.17674 0 1.97 0.3 0 0 1
3.183596 0 1.97 0.3 0 0 1
3.191817 0 1.97 0.3 0 0 1
3.199046 0 1.97 0.3 0 0 1
3.20581 0 1.97 0.3 0 0 1
3.212261 0 1.97 0.3 0 0 1
3.218544 0 1.97 0.3 0 0 1
3.225251 0 1.97 0.3 0 0 1
3.232584 0 1.97 0.3 0 0 1
3.240023 0 1.97 0.3 0 0 1
3.24665 0 1.97 0.3 0 0 1
3.253372 0 1.97 0.3 0 0 1
3.260788 0 1.97 0.3 0 0 1
3.268146 0 1.97 0.3 0 0 1
3.275583 0 1.97 0.3 0 0 1
3.282514 0 1.97 0.3 0 0 1
3.288952 0 1.97 0.3 0 0 1
3.295337 0 1.97 0.3 0 0 1
3.301807 0 1.97 0.3 0 0 1
3.30878 0 1.97 0.3 0 0 1
3.317822 0 1.97 0.3 0 0 1
3.324698 0 1.97 0.3 0 0 1
3.331069 0 1.97 0.3 0 0 1
3.33816 0 1.97 0.3 0 0 1
3.346245 0 1.97 0.3 0 0 1
3.355314 0 1.97 0.3 0 0 1
3.364563 0 1.97 0.3 0 0 1
3.373343 0 1.97 0.3 0 0 1
3.381881 0 1.97 0.3 0 0 1
3.393137 0 1.97 0.3 0 0 1
3.403402 0 1.97 0.3 0 0 1
3.415351 0 1.97 0.3 0 0 1
3.429013 0 1.97 0.3 0 0 1
3.439377 0 1.97 0.3 0 0 1
3.449233 0 1.97 0.3 0 0 1
3.458843 0 1.97 0.3 0 0 1
3.467387 0 1.97 0.3 0 0 1
3.476768 0 1.97 0.3 0 0 1
3.485284 0 1.97 0.3 0 0 1
3.492474 0 1.97 0.3 0 0 1
3.498763 0 1.97 0.3 0 0 1
3.505642 0 1.97 0.3 0 0 1
3.511988 0 1.97 0.3 0 0 1
3.521944 0 1.97 0.3 0 0 1
3.528444 0 1.97 0.3 0 0 1
3.535258 0 1.97 0.3 0 0 1
3.543427 0 1.97 0.3 0 0 1
3.550727 0 1.97 0.3 0 0 1
3.558379 0 1.97 0.3 0 0 1
3.56778 0 1.97 0.3 0 0 1
3.575165 0 1.97 0.3 0 0 1
3.58231 0 1.97 0.3 0 0 1
3.59033 0 1.97 0.3 0 0 1
3.597371 0 1.97 0.3 0 0 1
3.603853 0 1.97 0.3 0 0 1
3.610985 0 1.97 0.3 0 0 1
3.617615 0 1.97 0.3 0 0 1
3.623998 0 1.97 0.3 0 0 1
3.630027 0 1.97 0.3 0 0 1
3.636178 0 1.97 0.3 0 0 1
3.643516 0 1.97 0.3 0 0 1
3.651971 0 1.97 0.3 0 0 1
3.660498 0 1.97 0.3 0 0 1
3.667477 0 1.97 0.3 0 0 1
3.674675 0 1.97 0.3 0 0 1
3.681935 0 1.97 0.3 0 0 1
3.688564 0 1.97 0.3 0 0 1
3.694962 0 1.97 0.3 0 0 1
3.701236 0 1.97 0.3 0 0 1
3.708202 0 1.97 0.3 0 0 1
3.714392 0 1.97 0.3 0 0 1
3.722952 0 1.97 0.3 0 0 1
3.729905 0 1.97 0.3 0 0 1
3.73673 0 1.97 0.3 0 0 1
3.743469 0 1.97 0.3 0 0 1
3.749552 0 1.97 0.3 0 0 1
3.755914 0 1.97 0.3 0 0 1
3.762162 0 1.97 0.3 0 0 1
3.768348 0 1.97 0.3 0 0 1
3.775311 0 1.97 0.3 0 0 1
3.781421 0 1.97 0.3 0 0 1
3.787839 0 1.97 0.3 0 0 1
3.794368 0 1.97 0.3 0 0 1
3.800462 0 1.97 0.3 0 0 1
3.808057 0 1.97 0.3 0 0 1
3.815361 0 1.97 0.3 0 0 1
3.822223 0 1.97 0.3 0 0 1
3.828849 0 1.97 0.3 0 0 1
3.835067 0 1.97 0.3 0 0 1
3.841503 0 1.97 0.3 0 0 1
3.847542 0 1.97 0.3 0 0 1
3.853671 0 1.97 0.3 0 0 1
3.86065 0 1.97 0.3 0 0 1
3.86685 0 1.97 0.3 0 0 1
3.873415 0 1.97 0.3 0 0 1
3.87953 0 1.97 0.3 0 0 1
3.8857 0 1.97 0.3 0 0 1
3.892616 0 1.97 0.3 0 0 1
3.89947 0 1.97 0.3 0 0 1
3.906797 0 1.97 0.3 0 0 1
3.912981 0 1.97 0.3 0 0 1
3.919097 0 1.97 0.3 0 0 1
3.928173 0 1.97 0.3 0 0 1
3.934662 0 1.97 0.3 0 0 1
3.941387 0 1.97 0.3 0 0 1
3.947801 0 1.97 0.3 0 0 1
3.954015 0 1.97 0.3 0 0 1
3.960889 0 1.97 0.3 0 0 1
3.972217 0 1.97 0.3 0 0 1
3.978819 0 1.97 0.3 0 0 1
3.985382 0 1.97 0.3 0 0 1
3.991767 0 1.97 0.3 0 0 1
3.998156 0 1.97 0.3 0 0 1
4.005359 0 1.97 0.3 0 0 1
4.011653 0 1.97 0.3 0 0 1
4.018519 0 1.97 0.3 0 0 1
4.025235 0 1.97 0.3 0 0 1
4.031528 0 1.97 0.3 0 0 1
4.038147 0 1.97 0.3 0 0 1
4.044658 0 1.97 0.3 0 0 1
4.050778 0 1.97 0.3 0 0 1
4.057651 0 1.97 0.3 0 0 1
4.064538 0 1.97 0.3 0 0 1
4.070925 0 1.97 0.3 0 0 1
4.077475 0 1.97 0.3 0 0 1
4.083685 0 1.97 0.3 0 0 1
4.090529 0 1.97 0.3 0 0 1
4.097681 0 1.97 0.3 0 0 1
4.1041 0 1.97 0.3 0 0 1
4.11209 0 1.97 0.3 0 0 1
4.118935 0 1.97 0.3 0 0 1
4.125914 0 1.97 0.3 0 0 1
4.134432 0 1.97 0.3 0 0 1
4.141142 0 1.97 0.3 0 0 1
4.147483 0 1.97 0.3 0 0 1
4.153938 0 1.97 0.3 0 0 1
4.160886 0 1.97 0.3 0 0 1
4.167238 0 1.97 0.3 0 0 1
4.174143 0 1.97 0.3 0 0 1
4.180304 0 1.97 0.3 0 0 1
4.187047 0 1.97 0.3 0 0 1
4.19413 0 1.97 0.3 0 0 1
4.200727 0 1.97 0.3 0 0 1
4.2076 0 1.97 0.3 0 0 1
4.214475 0 1.97 0.3 0 0 1
4.221219 0 1.97 0.3 0 0 1
4.227879 0 1.97 0.3 0 0 1
4.234513 0 1.97 0.3 0 0 1
4.24156 0 1.97 0.3 0 0 1
4.247824 0 1.97 0.3 0 0 1
4.25434 0 1.97 0.3 0 0 1
4.260775 0 1.97 0.3 0 0 1
4.266941 0 1.97 0.3 0 0 1
4.273693 0 1.97 0.3 0 0 1
4.27999 0 1.97 0.3 0 0 1
4.286289 0 1.97 0.3 0 0 1
4.292835 0 1.97 0.3 0 0 1
4.299205 0 1.97 0.3 0 0 1
4.305922 0 1.97 0.3 0 0 1
4.31228 0 1.97 0.3 0 0 1
4.318755 0 1.97 0.3 0 0 1
4.325131 0 1.97 0.3 0 0 1
4.331419 0 1.97 0.3 0 0 1
4.340219 0 1.97 0.3 0 0 1
4.346473 0 1.97 0.3 0 0 1
4.353117 0 1.97 0.3 0 0 1
4.360013 0 1.97 0.3 0 0 1
4.366352 0 1.97 0.3 0 0 1
4.372789 0 1.97 0.3 0 0 1
4.379101 0 1.97 0.3 0 0 1
4.385581 0 1.97 0.3 0 0 1
4.392063 0 1.97 0.3 0 0 1
4.398659 0 1.97 0.3 0 0 1
4.404931 0 1.97 0.3 0 0 1
4.41137 0 1.97 0.3 0 0 1
4.417842 0 1.97 0.3 0 0 1
4.425051 0 1.97 0.3 0 0 1
4.431505 0 1.97 0.3 0 0 1
4.438583 0 1.97 0.3 0 0 1
4.44559 0 1.97 0.3 0 0 1
4.452247 0 1.97 0.3 0 0 1
4.459326 0 1.97 0.3 0 0 1
4.465674 0 1.97 0.3 0 0 1
4.472306 0 1.97 0.3 0 0 1
4.478834 0 1.97 0.3 0 0 1
4.485322 0 1.97 0.3 0 0 1
4.491914 0 1.97 0.3 0 0 1
4.498491 0 1.97 0.3 0 0 1
4.505446 0 1.97 0.3 0 0 1
4.511844 0 1.97 0.3 0 0 1
4.518389 0 1.97 0.3 0 0 1
4.525767 0 1.97 0.3 0 0 1
4.531917 0 1.97 0.3 0 0 1
4.540953 0 1.97 0.3 0 0 1
4.547588 0 1.97 0.3 0 0 1
4.553871 0 1.97 0.3 0 0 1
4.560431 0 1.97 0.3 0 0 1
4.566788 0 1.97 0.3 0 0 1
4.574202 0 1.97 0.3 0 0 1
4.580883 0 1.97 0.3 0 0 1
4.587705 0 1.97 0.3 0 0 1
4.594823 0 1.97 0.3 0 0 1
4.601475 0 1.97 0.3 0 0 1
4.60869 0 1.97 0.3 0 0 1
4.615866 0 1.97 0.3 0 0 1
4.623234 0 1.97 0.3 0 0 1
4.629715 0 1.97 0.3 0 0 1
4.63637 0 1.97 0.3 0 0 1
4.643206 0 1.97 0.3 0 0 1
4.649938 0 1.97 0.3 0 0 1
4.657625 0 1.97 0.3 0 0 1
4.663898 0 1.97 0.3 0 0 1
4.670761 0 1.97 0.3 0 0 1
4.67763 0 1.97 0.3 0 0 1
4.684115 0 1.97 0.3 0 0 1
4.69118 0 1.97 0.3 0 0 1
4.697705 0 1.97 0.3 0 0 1
4.704446 0 1.97 0.3 0 0 1
4.712239 0 1.97 0.3 0 0 1
4.718783 0 1.97 0.3 0 0 1
4.725839 0 1.97 0.3 0 0 1
4.732553 0 1.97 0.3 0 0 1
4.741531 0 1.97 0.3 0 0 1
4.748596 0 1.97 0.3 0 0 1
4.75865 0 1.97 0.3 0 0 1
4.767253 0 1.97 0.3 0 0 1
4.776682 0 1.97 0.3 0 0 1
4.785743 0 1.97 0.3 0 0 1
4.793994 0 1.97 0.3 0 0 1
