時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.05333333 345.6503 359.4125 0.3425802
0.08666666 346.1353 359.5492 0.4166348
0.12 346.1809 359.5813 0.4531693
0.1496794 345.9471 359.3977 0.5460824
0.1830127 345.9531 359.1109 0.6077887
0.2120185 346.2376 358.9186 0.6205659
0.2417371 346.3025 358.9406 0.6724056
0.2714615 346.2978 358.9816 0.7209907
0.3015034 346.3067 358.9919 0.7459891
0.3296033 346.2848 359.0137 0.7614388
0.3569046 346.2917 359.0315 0.763324
0.3880764 346.2796 359.0284 0.7349831
0.4214098 346.2609 358.9991 0.7312909
0.4530109 346.1125 358.9336 0.7363368
0.4830485 346.0984 358.8534 0.7800168
0.5131758 346.3415 358.7798 0.7509562
0.5442231 346.6053 358.7407 0.7016826
0.576229 346.6497 358.7643 0.6699981
0.6081917 346.6563 358.8586 0.614185
0.6390461 346.8375 358.9458 0.570478
0.6719679 347.0182 359.0318 0.5832292
0.705002 347.0421 359.1386 0.5610663
0.7321703 347.015 359.2162 0.5505755
0.7605386 347.023 359.2361 0.5935583
0.7897009 346.9685 359.1999 0.5972636
0.8230342 346.9044 359.1577 0.5722197
0.8519798 346.8517 359.0734 0.6045728
0.8800346 346.8405 358.9961 0.5683655
0.9102676 346.9475 358.9482 0.5300165
0.9372164 347.0236 358.9418 0.5194525
0.9641873 347.0829 359.0201 0.5172999
0.9938142 347.0904 359.0756 0.5432599
1.024295 347.1862 359.1915 0.5799034
1.052322 347.3626 359.2309 0.5860026
1.079373 347.5119 359.2214 0.5690413
1.108835 347.6781 359.1938 0.5644578
1.138096 347.8007 359.1802 0.5797922
1.16603 348.0272 359.1657 0.6338716
1.192371 348.2167 359.1687 0.6518016
1.221113 348.4424 359.2111 0.6629681
1.24972 348.7018 359.27 0.6414448
1.283054 349.1591 359.3334 0.5558452
1.313703 349.7333 359.4141 0.4625231
1.346937 350.5367 359.5924 0.4246608
1.378815 351.4116 359.8616 0.413928
1.407391 352.2144 0.1012546 0.3575596
1.436572 352.719 0.1926837 0.4668254
1.46745 353.3292 0.417848 0.6234854
1.500783 353.8137 0.6482837 0.4879505
1.53055 354.2931 0.6893055 0.5087698
1.559728 355.2608 0.7459509 0.6764963
1.589846 355.6671 0.8033903 0.6822672
1.6201 356.0038 0.8913786 0.6122133
1.648902 356.2938 0.8785107 0.6516544
1.674823 356.3201 0.8604881 0.6890808
1.703196 356.1902 0.8358163 0.6257984
1.732906 356.0664 0.8597734 0.6563424
1.76594 355.8932 0.9056937 0.6804956
1.794509 355.927 0.9867855 0.5761527
1.826814 356.1472 1.026113 0.5231208
1.858325 355.8043 0.9122531 0.6783565
1.885814 355.6403 0.8914959 0.5729092
1.91303 355.8264 0.9470682 0.3594966
1.942569 355.8071 0.9582739 0.3665893
1.97189 355.2245 0.9912756 0.4314534
2.000384 355.1566 1.138368 0.3787217
2.0267 355.007 1.177819 0.4125226
2.057852 354.3137 1.141874 0.4422314
2.086053 354.2472 1.176526 0.3799892
2.113549 354.6469 1.270537 0.1791977
2.143115 355.0046 1.297926 0.1877771
2.176448 355.01 1.269319 0.2496716
2.20591 355.2396 1.257353 0.2794268
2.234568 355.4642 1.237294 0.1981552
2.267901 355.509 1.179555 0.1471506
2.299023 355.6014 0.8754943 0.3438449
2.327504 355.5225 0.8582575 0.3330444
2.360837 355.6019 1.03563 0.121636
2.387991 355.6851 1.284203 0.0999105
2.416677 355.4401 1.373158 0.1172874
2.446846 355.3618 1.402285 0.05192973
2.474795 355.6006 1.323354 0.07422148
2.508128 355.8822 1.173435 0.02315784
2.541461 355.9065 1.029796 0.105554
2.569882 355.8553 0.861069 0.1640571
2.596758 355.8164 0.7736212 0.1511472
2.626681 355.8583 0.6889407 0.07342139
2.65406 356.0002 0.5144541 0.2263079
2.683107 356.0565 0.4179418 0.255801
2.709923 355.9787 0.3642154 0.01500476
2.737442 356.2756 0.1553983 0.158098
2.769683 356.6098 359.9734 0.3912458
