時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.05333333 344.5133 0.4181978 1.854609
0.08510093 344.4203 0.4064063 1.940962
0.1153245 344.8849 0.7716035 1.830325
0.1445389 344.7608 0.8119531 1.793626
0.1729973 344.7278 0.8418251 1.786389
0.1999608 344.7655 0.8538162 1.772853
0.2248476 344.7964 0.8602142 1.793328
0.2551383 344.8393 0.8489881 1.854034
0.2821078 344.8117 0.8712036 1.821831
0.305733 344.8709 0.865527 1.821788
0.3366553 344.9091 0.8544243 1.749808
0.3699887 344.8991 0.8268089 1.837841
0.403322 344.8094 0.7914556 1.869111
0.4311022 344.8747 0.6583468 1.966968
0.4644355 0 0 0
