時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.05333333 349.3484 0.1508202 358.7156
0.08666666 348.8109 0.6069594 358.4876
0.12 348.8008 0.6427171 358.4739
0.1484557 348.7801 0.7241316 358.5455
0.181789 348.7343 0.8646426 358.3827
0.2084809 348.776 1.146487 358.2119
0.2418143 348.8349 1.267218 358.0932
0.269558 348.9164 1.440381 357.8644
0.2973883 349.0035 1.562592 357.6392
0.3252811 349.128 1.690469 357.4768
0.3525248 349.2981 1.856978 357.2327
0.3834774 349.3744 1.995093 357.1193
0.4116644 349.4189 2.162546 356.9097
0.4379379 349.4865 2.260704 356.7747
0.46527 349.5859 2.385105 356.6075
0.4939715 349.6759 2.458173 356.4705
0.5219862 349.7183 2.51914 356.3284
0.5497532 349.7585 2.598758 356.1723
0.5776744 349.81 2.663066 355.946
0.6063933 349.8827 2.750254 355.7222
0.6347923 350.0026 2.862494 355.3628
0.6631224 350.3148 2.948485 355.0689
0.6914216 350.5626 2.986628 354.9016
0.7192014 350.9618 3.058732 354.6649
0.7472478 351.256 3.117811 354.4805
0.7759309 351.6031 3.274196 354.1847
0.8067312 351.868 3.389049 353.9054
0.8346403 352.2789 3.607923 353.5874
0.8633226 352.5962 3.876704 353.2751
0.8966559 352.8193 4.133516 353.0357
0.9299892 353.2401 4.435378 352.6837
0.9616116 353.8534 4.910458 352.2164
0.9901556 354.2823 5.252836 351.8169
1.018949 354.6078 5.703598 351.3552
1.048731 354.8249 5.922761 351.0865
1.081109 355.0751 6.17676 350.5639
1.111197 355.2522 6.352783 350.1671
1.140817 355.3576 6.512877 349.6633
1.171167 355.4232 6.638552 349.2389
1.200944 355.3891 6.754155 348.9863
1.229631 355.2991 6.877516 348.6318
1.258533 355.2907 7.044701 348.2776
1.28705 355.3078 7.16582 348.0582
1.316727 355.324 7.337433 347.8197
1.348693 355.3317 7.531675 347.6064
1.377007 355.38 7.707594 347.5818
1.408581 355.3755 7.779563 347.5949
1.438345 355.3199 7.711508 347.7801
1.466709 355.1726 7.371058 348.0035
1.495888 355.0609 7.101281 348.2085
1.524204 354.9967 6.737945 348.545
1.551151 354.95 6.458244 348.7243
1.581526 354.9582 6.158011 348.9325
1.610825 355.0257 5.920859 349.0767
1.638134 355.0793 5.707348 349.2102
1.66572 355.1529 5.583079 349.4049
1.693649 355.2196 5.477423 349.485
1.723371 355.3664 5.408039 349.6643
1.750348 355.4612 5.362593 349.863
1.781956 355.5286 5.267462 350.0148
1.812428 355.5431 5.233175 350.2789
1.840827 355.4847 5.171036 350.427
1.868236 355.4115 5.078072 350.6588
1.898295 355.3137 4.93405 350.8777
1.926124 354.9945 4.615141 351.1382
1.957604 354.6759 4.085715 351.5535
1.983667 354.4965 3.649724 351.8629
2.017001 354.2278 2.510416 352.7618
2.044421 354.0146 1.516364 353.3605
2.077755 353.7676 359.6026 354.3407
2.10669 353.5065 357.4073 355.131
2.134102 353.4351 355.1909 355.8469
2.162201 353.2971 353.7531 356.2127
2.191638 353.127 351.619 356.6626
2.224972 352.9034 350.2255 357.0294
2.252939 352.7183 347.6283 357.7245
2.28242 352.7027 346.3961 357.9879
2.310251 352.7198 344.7556 358.3974
2.338788 352.8047 343.7342 358.7334
2.36663 352.8663 342.4378 359.1233
2.394981 352.9803 341.7841 359.3705
2.423439 353.0055 341.1758 359.6054
2.450339 352.9518 340.7794 359.6894
2.478432 352.9265 340.4965 359.8522
2.510074 352.9254 340.3499 0.02155283
2.540066 352.8286 340.1808 0.07790759
2.568688 352.8146 340.1589 0.124992
2.598811 352.868 340.1327 0.1756189
2.625905 352.9569 340.0811 0.2093723
2.654814 353.0482 340.0314 0.2746167
2.681169 353.1656 340.0145 0.2432846
2.709186 353.2222 340.0329 0.2173137
2.738491 353.1869 340.0628 0.191228
2.765343 353.2053 340.2007 0.1015595
2.79509 353.2346 340.3149 0.08575079
2.82325 353.2159 340.4737 0.03597204
2.852718 353.2167 340.5482 0.02706067
