時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.05333333 325.5125 275.4787 1.229325
0.08666666 325.5623 275.4183 1.301119
0.12 325.582 275.4179 1.31388
0.149052 325.6465 275.389 1.34302
0.1823853 325.5956 275.4312 1.248639
0.2095875 325.6543 275.4805 1.17523
0.238756 325.7097 275.448 1.16885
0.2670012 325.7452 275.4361 1.153963
0.2987214 325.7935 275.4144 1.162029
0.3299738 325.8018 275.4114 1.169102
0.3594893 325.8036 275.4321 1.170985
0.3888536 325.7715 275.4938 1.067478
0.4177291 325.754 275.4792 1.106777
0.4441758 325.7824 275.486 1.098192
0.472205 325.8052 275.5411 1.037898
0.5002868 325.8134 275.5553 1.01031
0.5316027 325.8416 275.5944 0.9306884
0.5616259 325.929 275.6244 0.8976332
0.5926703 325.9663 275.6571 0.8768864
0.6204315 326.0536 275.6505 0.8720916
0.6537648 326.1113 275.5927 0.8715277
0.6833798 326.2357 275.5435 0.8612052
0.7130588 326.3197 275.4996 0.8886944
0.7395955 326.4072 275.4346 0.9406942
0.7685741 326.4531 275.435 0.9475702
0.7982751 326.5006 275.4639 0.9167079
0.8303486 326.5401 275.4967 0.9037012
0.8571025 326.6001 275.5268 0.8950206
0.8881292 326.6414 275.5541 0.8843619
0.9185477 326.7005 275.5739 0.8470851
0.9481837 326.7588 275.5246 0.8652228
0.9799998 326.845 275.5145 0.8757396
1.010897 326.9391 275.5416 0.8299714
1.037927 327.0949 275.6525 0.7413035
1.067366 327.7959 275.9949 0.4663789
1.093956 329.1386 276.6228 359.989
1.124077 332.2834 278.4813 358.7848
1.152898 336.9356 282.3039 356.6519
1.183814 340.5159 285.9067 355.0149
1.212111 346.6823 292.4241 352.6047
1.245444 351.9413 298.5721 350.9954
1.271213 0.9464308 311.517 350.3859
1.304546 4.319519 319.3181 352.126
1.334295 6.213259 329.6897 357.2607
1.36551 7.385312 338.5009 1.033276
1.398843 9.088834 347.2569 2.177339
1.431762 9.665804 354.6725 2.705644
1.463615 9.361162 0.04626181 4.131305
1.495493 9.034635 2.333382 5.155972
1.52785 8.471997 4.299759 5.320055
1.561183 8.31633 5.106744 4.978602
1.5932 8.555166 4.697688 4.382437
1.622361 8.824853 3.97678 3.836247
1.649759 9.07314 3.36055 3.400761
1.683092 9.394329 2.489936 2.813945
1.709649 9.75842 1.904987 2.212358
1.738244 9.933711 1.699727 1.814867
1.76685 10.13194 1.723254 1.298733
1.800184 10.2099 1.923489 1.014379
1.827282 10.19681 2.237715 0.8001561
1.860615 10.04815 2.35804 0.5262082
1.891716 10.13526 2.48829 0.3610348
1.922347 10.31879 2.461747 0.4612789
1.95568 10.62003 2.244199 0.7968155
1.988486 11.01332 2.009947 1.166692
2.015891 11.26617 1.793206 1.202508
2.044085 11.20823 1.55194 1.189046
2.075301 10.82728 1.500544 0.9535212
2.104399 9.859136 1.563518 0.4490953
2.13389 9.234483 1.753322 0.1400432
2.166386 9.062228 1.900197 359.9887
2.192375 8.851283 2.16339 359.739
2.221382 8.11326 2.312205 359.5492
2.248949 7.855371 2.407158 359.5869
2.281791 7.67585 2.423977 359.8064
2.313734 7.74033 2.30763 359.9087
2.345855 7.631362 2.235089 359.985
2.373806 7.278244 2.276217 0.02078404
2.404376 6.937933 2.299305 0.1345667
2.433954 6.684996 2.346956 0.2672481
2.464442 6.638475 2.310383 0.2396187
2.492654 6.732116 2.295161 0.04523916
2.522329 6.814994 2.192239 359.8459
2.552515 6.738194 2.139488 359.7411
2.585343 6.613422 2.00793 359.5888
2.613558 6.321531 1.876632 359.5823
2.645739 6.03121 1.78082 359.6444
2.675099 5.774106 1.699451 359.5613
2.705883 5.549986 1.673008 359.5075
2.733204 5.427942 1.623342 359.5097
2.763993 5.444272 1.537899 359.5595
2.793007 5.45798 1.431257 359.4401
2.823669 5.249269 1.373048 359.2028
2.853277 4.990077 1.31242 359.1525
2.881634 4.449563 1.169239 359.014
2.908905 4.014133 1.084204 358.8344
