時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.05333333 352.7712 354.1056 359.2049
0.08666666 352.8856 354.1508 359.5058
0.12 352.8824 354.1724 359.4967
0.1512419 352.8906 354.1809 359.4869
0.1845752 352.8959 354.1766 359.4875
0.2163855 352.8994 354.1678 359.494
0.2465771 352.8983 354.1765 359.4782
0.2745372 352.9113 354.1642 359.4801
0.3071367 352.9139 354.1569 359.4706
0.3363622 352.9374 354.1627 359.4682
0.3650478 352.9274 354.152 359.4615
0.3955071 352.9472 354.1658 359.4603
0.4253673 352.9181 354.1714 359.45
0.454071 352.946 354.1394 359.4709
0.4840236 352.9461 354.1428 359.4619
0.5173569 352.9587 354.156 359.4358
0.5460511 352.9512 354.1412 359.459
0.5740162 352.9545 354.1302 359.4659
0.6073495 352.9555 354.1294 359.4748
0.6350659 352.9379 354.1566 359.4817
0.6663178 352.951 354.1469 359.4821
0.6960859 352.9495 354.1547 359.4785
0.724435 352.9565 354.155 359.476
0.7577683 352.9603 354.1528 359.4684
0.7911016 352.9665 354.1682 359.4775
0.8191963 352.9668 354.1579 359.4572
0.8512607 352.9688 354.143 359.4606
0.8845941 352.9667 354.1655 359.4422
0.9157333 351.1907 355.5212 358.8622
0.9490666 351.6166 355.7939 358.6041
0.9823999 351.8315 355.7964 358.5613
1.01256 351.8924 355.7281 358.5601
1.044479 351.9498 355.7281 358.5455
1.073807 351.9598 355.7252 358.5055
1.103163 351.9641 355.737 358.5466
1.133419 352.0656 355.6767 358.5436
1.163388 352.0903 355.6825 358.5395
1.196721 352.198 355.6378 358.603
1.225279 352.2664 355.6026 358.6268
1.253855 352.2988 355.5839 358.6194
1.284614 352.3506 355.5599 358.6468
1.314034 352.3996 355.484 358.6836
1.344249 352.457 355.4469 358.6922
1.377583 352.4759 355.4284 358.7198
1.406429 352.5305 355.3957 358.7217
1.435111 352.5366 355.3685 358.7282
1.463329 352.5792 355.3647 358.7199
1.495295 352.6047 355.3412 358.7245
1.52586 352.5995 355.3254 358.7408
1.554172 352.6204 355.3292 358.7329
1.582893 352.6432 355.3138 358.7453
1.611067 352.6566 355.2667 358.7448
1.640144 352.67 355.2714 358.7801
1.673477 352.7112 355.2554 358.8204
1.703551 352.7297 355.2566 358.8153
1.731435 352.7487 355.2603 358.848
1.761803 352.7455 355.2118 358.8396
1.791904 352.773 355.1281 358.8638
1.825238 352.7657 355.0633 358.8871
1.855931 352.8302 355.0922 358.8208
1.886948 352.7661 355.1321 358.8473
1.916321 352.8536 355.1049 358.8879
1.94482 352.7788 355.0954 358.8924
1.973708 352.8255 355.1044 358.9049
2.004143 352.8338 355.0113 358.881
2.036466 352.8349 354.9593 358.8632
2.065605 352.8319 354.995 358.916
2.098938 352.8359 354.9853 358.9308
2.129074 352.8558 354.9439 358.9173
2.158811 352.8568 354.9148 358.943
2.188603 352.8643 354.8996 358.9541
2.218843 352.8821 354.8811 358.9535
2.246851 352.8671 354.9066 359.0048
2.275989 352.8753 354.9042 358.9987
2.307007 351.5387 356.5982 358.0792
2.337542 351.7482 356.6166 358.0289
2.370106 351.847 356.5837 358.0471
2.40344 351.9644 356.4998 358.0679
2.436773 351.9886 356.5059 358.0949
2.466447 352.045 356.4389 358.0671
2.497098 352.1522 356.3528 358.1158
2.530432 352.2115 356.3322 358.1181
2.560694 352.2874 356.2505 358.1924
2.589245 352.3503 356.1678 358.2224
2.62076 352.3751 356.156 358.2328
2.652442 351.662 354.675 359.2736
2.6821 351.9205 354.8461 359.0977
2.712665 351.984 354.7961 359.0876
2.743515 352.0196 354.8283 359.022
2.775067 352.0457 354.8636 358.936
2.8084 352.1083 354.8465 358.8956
2.841734 352.2138 354.8494 358.8857
2.872563 352.253 354.8643 358.8969
2.90486 352.3029 354.8531 358.8772
2.936959 352.3558 354.8365 358.8654
2.969929 352.3951 354.8396 358.8564
2.999787 352.4549 354.8584 358.8688
3.029027 352.4554 354.8467 358.9229
3.058746 352.4882 354.8493 358.9276
