時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.05333333 330.8992 345.2541 355.3416
0.08666666 347.9566 354.1334 358.9816
0.12 348.9654 354.988 359.2071
0.1508793 353.2929 359.3591 0.04081956
0.1842126 355.8277 2.95533 1.791693
0.217546 357.9254 6.555922 2.859417
0.2475397 359.0662 8.39624 3.144399
0.2770981 359.7193 9.306396 3.452657
0.306754 0.1873455 9.256597 3.263749
0.3348663 0.3284391 8.821927 2.930512
0.3681996 0.5166599 8.057479 2.477572
0.4015329 0.7283472 7.277317 1.949895
0.4324144 1.144179 6.681074 1.162807
0.4657477 1.302764 6.422122 0.665672
0.4990811 1.519035 6.52476 0.6687195
0.5316601 1.859812 6.280366 0.6088111
0.5649934 2.052959 5.868244 0.4462687
0.5916257 2.59167 4.937574 359.9537
0.6218096 2.641893 4.140615 359.8385
0.6482783 2.818342 2.814648 359.9079
0.6792638 2.756092 1.922727 0.08333939
0.7125971 3.031081 0.7265295 0.009692172
0.7459305 2.302612 359.3735 0.02395246
0.7792638 1.529144 358.4016 0.01686472
0.8082411 0.6904963 358.088 359.3282
0.8375254 0.2370183 357.5405 359.0877
0.869865 0.1243598 357.4716 359.1929
0.8961172 359.5569 357.7831 358.9525
0.9271048 359.0724 357.9209 358.7913
0.9580617 358.7424 358.3877 359.1285
0.9913951 358.7467 358.8222 359.4019
1.020358 359.0093 359.3626 359.6844
1.053691 359.457 359.8692 0.1513791
1.086047 0.321509 0.1756679 0.4394808
1.115084 1.27657 0.3396589 0.3281339
1.148417 1.880524 0.3101545 0.1953252
1.181143 3.297099 0.1059754 0.2112018
1.209597 5.437218 359.8752 0.2320684
1.241436 7.582232 359.6119 0.1172083
1.271129 8.914147 359.5248 359.9766
1.301005 9.745786 359.6135 359.9271
1.330881 10.97989 359.6682 359.8617
1.361966 12.42356 359.685 359.6203
1.395299 13.32544 359.8011 359.6691
1.426256 14.23014 0.04335366 359.8286
1.459326 14.34257 359.9569 359.7273
1.48993 14.4947 359.6875 359.6417
1.518322 15.79954 359.3518 359.9269
1.549756 16.87584 358.9693 0.1382648
1.578479 17.65464 357.9255 0.3512816
1.609351 17.6173 356.2824 0.2985455
1.642684 17.19399 354.2901 359.9682
1.672422 16.40603 352.0815 359.5712
1.703154 15.61548 350.422 359.2386
1.735996 14.50595 348.4709 358.9475
1.76616 13.64938 346.7771 358.895
1.799493 13.2961 345.5031 358.9706
1.830696 13.33064 344.6397 359.0246
1.861032 13.45263 344.0986 359.1096
1.888236 13.69983 343.7013 359.206
1.91739 13.93816 343.5593 359.2966
1.945403 14.04135 343.4172 359.5101
1.975286 14.01342 343.3117 359.6846
2.002477 13.91051 343.2782 359.7653
2.03036 13.86984 343.2351 359.7473
2.060437 13.82303 343.063 359.7349
2.091401 13.88293 343.0721 359.7177
2.118635 13.83586 343.105 359.6989
2.146545 13.75897 343.1693 359.7274
2.176478 13.63234 343.2079 359.8213
2.209811 13.60902 343.118 359.8654
2.243144 13.70698 343.0212 359.8445
2.272304 13.90517 342.9809 359.7602
2.299406 13.9404 342.9266 359.8034
2.330263 14.04792 342.8863 359.8867
2.358456 14.08216 342.8316 359.8689
2.389621 14.08303 342.7967 359.8735
2.416962 14.05652 342.6823 359.9094
2.446285 13.93377 342.5373 359.9411
2.475292 13.80908 342.4267 359.9578
2.507871 13.626 342.3168 359.9929
2.536056 13.41378 342.1866 0.01808296
2.56939 13.30594 342.1586 359.9923
2.599809 13.31139 342.2169 0.03595119
2.629019 13.25384 342.2263 0.0439415
2.656501 13.29403 342.2213 0.05038562
2.686698 13.43429 342.2997 0.05704666
2.715329 13.49379 342.3922 0.0228926
2.744886 13.49327 342.5146 0.1046159
2.771936 13.51232 342.5957 0.1538087
2.802284 13.48594 342.7448 0.1752745
2.831087 13.37328 342.8848 0.09597394
2.862383 13.27296 342.9522 0.05428854
2.890166 13.21784 343.0191 0.06611892
2.919922 13.21085 343.0782 0.1479703
