時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.05333333 354.0207 358.0125 4.051948
0.08666666 346.8564 353.9894 4.544024
0.12 346.903 353.6492 4.657415
0.1507989 348.1935 352.8201 4.243223
0.1841322 349.2876 352.4964 4.030026
0.2109601 349.6895 352.5126 3.58052
0.2441577 350.0468 352.7486 3.156252
0.272684 350.2583 354.169 3.258604
0.3060174 350.4615 354.8694 3.729842
0.3325657 351.4207 355.8813 4.743841
0.365899 352.1028 356.5076 5.090559
0.3926993 353.8279 357.366 5.649428
0.4219362 354.6724 357.3696 5.627161
0.4548906 355.5479 357.4073 5.407219
0.4882239 356.5613 357.1453 4.971607
0.5165138 356.6614 356.8218 4.285259
0.5476548 355.8927 356.2098 3.542055
0.5741738 354.4836 355.9224 3.325494
0.6034579 352.1645 355.8633 3.682445
0.6317456 350.6671 356.2611 5.115076
0.66027 350.801 356.5255 5.964317
0.6895959 351.9784 356.7948 5.681958
0.7194138 352.7445 356.789 5.903468
0.7477359 352.9094 355.8419 6.099828
0.7802536 352.8029 355.5145 6.558379
0.8117226 353.5135 355.2398 6.974525
0.8424707 354.118 354.693 7.372655
0.8717661 354.6448 354.3432 6.97469
0.9009993 355.5396 354.2292 6.671171
0.9289088 356.0924 354.5608 5.111624
0.9622421 355.5309 354.9164 5.207304
0.9951063 354.297 354.6292 5.392836
1.02844 352.7245 353.7502 4.981543
1.061773 350.1556 352.9255 3.901629
1.09365 348.9129 352.7234 3.996794
1.122701 350.2625 352.7123 4.823181
1.156034 352.3313 352.7057 5.759854
1.186491 353.7834 352.8521 5.829309
1.217088 354.1909 352.9775 6.15692
1.24686 355.0403 352.8516 5.699149
1.280193 354.9019 352.7301 4.772764
1.308526 353.719 352.1614 3.750613
1.339938 352.1449 351.8729 2.331387
1.372148 351.2499 352.4929 1.367363
1.403176 351.8127 353.4283 0.8208088
1.432145 353.259 354.1662 1.078828
1.463305 353.8878 355.2207 1.07436
1.491125 355.1643 355.8943 1.432047
1.524459 356.0419 356.1717 1.537314
1.552217 356.297 356.1367 2.045716
1.581341 356.4397 355.6564 2.012897
1.610188 356.4004 355.4613 1.820441
1.643522 356.0582 355.2432 1.809083
1.672719 355.8142 355.5687 1.786611
1.701739 355.8598 355.3929 1.667847
1.731312 355.6409 354.7334 1.270003
1.760313 355.8885 354.3619 1.146095
1.793647 356.0738 353.5243 1.084978
1.825192 356.0226 352.5692 1.14058
1.855942 356.0316 351.7164 0.6756969
1.886308 355.7984 351.7355 0.2853383
1.915531 356.2892 352.2265 0.2654242
1.945799 356.3817 352.5532 0.7096994
1.975666 356.2594 352.5441 1.834335
2.004462 356.1848 352.8219 1.773902
2.031574 355.861 353.3692 2.541108
2.06304 355.4742 353.8443 3.322372
2.096374 355.3318 354.3513 4.051988
2.129707 355.3244 354.5099 4.399082
2.16304 355.4278 354.8768 4.132473
2.196374 355.5169 355.1598 4.468929
2.229707 355.1789 355.4023 4.199738
2.26304 354.8137 355.02 3.228598
2.289784 354.0931 355.3857 3.772507
2.31989 353.8665 354.8538 4.419438
2.348425 353.6647 354.9585 4.315187
2.381759 353.7835 355.424 4.197352
2.413833 353.502 356.3986 3.68385
2.442137 352.7906 357.6121 3.30063
2.474437 352.8935 357.9633 3.369794
2.504353 352.786 358.1237 3.6181
2.537687 353.4796 357.9937 3.65175
2.567667 352.929 357.7584 3.933361
2.599404 353.0643 356.7805 4.442801
2.63058 352.7253 355.9456 4.715775
2.661421 353.1482 355.4392 4.572989
2.694754 353.2354 355.2249 4.602275
2.723025 352.9692 356.2461 4.050184
2.756358 353.7967 356.2942 5.106389
2.786879 353.8281 355.5742 6.329252
2.81959 354.8333 354.7573 6.325637
2.852923 355.5119 353.11 6.11975
2.885742 355.438 352.7177 5.796393
2.914129 356.909 352.652 5.320629
2.944855 357.0608 352.8151 5.237314
2.978189 357.3475 353.0762 5.293077
3.011522 357.5669 353.3037 5.656996
3.044856 357.5304 353.4409 5.983237
