時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.05333333 344.3479 359.8381 3.161309
0.08666666 340.969 357.1289 5.348213
0.12 340.9054 357.1371 5.336464
0.1527746 339.922 356.9625 5.298396
0.185832 339.6097 356.8161 5.007511
0.2165882 339.6244 356.6552 4.76875
0.2495385 340.6573 356.6467 4.325186
0.2805147 343.0625 356.8213 3.863182
0.313848 345.0777 356.4401 4.49115
0.3430053 343.8531 355.984 4.665439
0.3747799 343.0203 355.5294 5.125051
0.4037915 343.8204 355.5623 5.113614
0.4335223 344.0593 355.7965 5.093232
0.462996 343.9496 356.328 5.107821
0.4963294 343.106 357.2205 4.310284
0.5243478 341.6081 357.761 4.067715
0.5528743 340.5886 357.9601 3.890489
0.5816039 339.3708 357.7873 4.15822
0.6103306 339.5291 357.4706 4.866467
0.639936 340.9982 357.5517 4.525659
0.6732694 343.656 357.8931 3.863339
0.7013441 347.9636 358.2518 3.934857
0.7308083 349.8832 358.1494 4.337239
0.7625833 349.5611 357.3611 4.57193
0.7959166 351.0932 356.9502 4.574264
0.8264517 353.4164 357.0197 4.203238
0.8570635 354.1534 356.7629 3.699444
0.8852256 353.0321 356.4991 3.546253
0.9160411 351.0106 356.1473 3.591455
0.9493744 349.9712 355.9203 3.772227
0.98269 350.4868 355.7742 4.368302
1.014609 350.1038 355.6673 4.837425
1.046941 349.586 355.6309 5.173978
1.078656 349.838 355.6332 5.489038
1.110396 349.6527 355.6845 5.238289
1.143729 349.3481 355.7186 4.898627
1.175452 349.8811 355.654 4.58599
1.207074 350.6674 355.4523 4.381582
1.240407 351.836 355.1971 4.20546
1.269892 352.6518 355.0286 3.995991
1.303226 353.0389 354.7013 3.862831
1.336559 352.9958 354.4755 3.701241
1.368192 353.0466 354.3687 3.691556
1.400165 353.3241 354.3352 3.784031
1.429383 354.4312 354.4434 3.654999
1.460815 355.4449 354.4612 3.565124
1.490867 355.5087 354.3207 3.568629
1.522383 355.395 354.1216 3.642945
1.553586 354.8324 353.6887 3.788578
1.586728 354.0218 353.1783 3.862459
1.617749 353.0094 352.6606 4.077329
1.64738 352.0167 352.2658 4.235838
1.680713 351.4549 352.0335 4.390559
1.71098 350.7399 351.6713 4.8646
1.741472 350.0201 351.4492 5.273709
1.774805 350.0515 351.5034 5.133902
1.808077 350.8662 351.6265 5.246991
1.84141 351.4849 351.662 5.269365
1.873959 351.6138 351.6365 5.072466
1.907292 351.6266 351.6272 4.827778
1.93887 352.0143 351.64 4.776385
1.972203 352.649 351.7474 4.702161
2.003374 353.2149 351.9619 4.683
2.03538 353.2602 352.1884 4.859666
2.068713 353.1108 352.5226 4.982584
2.102047 353.2545 352.9434 5.019041
2.132593 353.7617 353.4186 4.894032
2.165926 354.0038 353.7808 4.730484
2.199174 354.2675 354.57 4.700517
2.228526 354.5522 355.0837 4.700387
2.259948 354.7377 355.8961 4.70275
2.292951 354.7384 356.6757 4.74999
2.324642 354.6849 357.3201 4.684026
2.357975 354.6161 357.689 4.514074
2.391309 354.3443 358.0683 4.115085
2.424642 354.3497 358.1621 3.816874
2.457975 354.3041 358.1109 3.602375
2.491309 354.0313 357.7184 3.674119
2.521901 354.1113 357.2207 3.891191
2.551418 354.1255 356.584 4.044407
2.584751 354.1792 355.8419 4.109456
2.614406 353.994 355.0266 4.025746
2.645795 353.5684 354.4944 3.982213
2.675576 353.0333 353.9843 3.864133
2.708909 352.6271 353.562 3.800001
2.739779 352.1772 353.3193 3.806949
2.769598 351.9312 353.2314 3.938875
2.802931 351.9025 353.3483 3.883285
2.833491 351.6789 353.6749 3.631529
2.863039 351.7465 354.2169 3.252609
2.895906 351.996 354.5956 3.015947
2.929239 352.1438 355.1405 2.700851
2.961622 351.9857 355.6379 2.359738
2.990431 351.9061 356.09 2.134139
3.022202 351.8459 356.5038 1.94963
3.055535 352.0227 356.7359 1.762879
3.084234 351.9066 356.9665 1.633348
3.117568 351.6313 357.0602 1.726411
