時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.05333333 344.1553 355.6506 5.148412
0.08666666 343.7616 355.3297 5.657688
0.12 343.7514 355.3373 5.663737
0.1500612 343.3922 355.3004 5.707339
0.1833945 343.1039 355.308 5.588389
0.2167279 342.9452 355.3073 5.539112
0.24691 342.7361 355.2924 5.517522
0.2775378 342.6103 355.2885 5.536033
0.3075958 342.5123 355.3089 5.557341
0.3373562 342.3763 355.3095 5.539182
0.3669583 342.2737 355.344 5.522884
0.3962121 342.152 355.3864 5.481025
0.4288341 342.1112 355.4263 5.433085
0.4600167 342.0834 355.4969 5.36587
0.4903466 342.1452 355.6084 5.28814
0.51926 342.2899 355.6924 5.230239
0.5511575 342.3402 355.7389 5.187398
0.581591 342.3467 355.7918 5.127851
0.6135396 342.31 355.8432 5.093247
0.6450397 342.2593 355.8406 5.081419
0.6783731 342.2855 355.7755 5.1377
0.7103963 342.3908 355.7792 5.153387
0.7437296 342.4699 355.7958 5.123853
0.7759312 342.4341 355.7913 5.075551
0.8081696 342.4505 355.7846 4.970159
0.8371097 342.7525 355.8428 4.778531
0.870443 343.3374 356.0531 4.558505
0.9030911 344.0485 356.3561 4.309319
0.9353217 344.8067 356.6617 4.129107
0.9662424 345.6447 356.985 3.953283
0.9995758 346.347 357.2216 3.906805
1.031507 347.446 357.5836 3.859576
1.061212 348.4742 357.9405 3.806417
1.089575 349.5335 358.3092 3.618759
1.120254 350.1638 358.5505 3.428103
1.151528 350.8037 358.7881 3.118408
1.184861 351.475 359.0163 2.7481
1.216411 352.1513 359.2429 2.365243
1.249429 352.8884 359.528 2.014601
1.279749 353.5788 359.8192 1.724329
1.31242 354.1418 0.07601158 1.508532
1.344224 354.7798 0.2770093 1.333234
1.377557 355.4762 0.3215417 1.31009
1.40994 356.2176 0.2622529 1.321194
1.443205 357.0399 0.1214523 1.328586
1.471799 357.8835 359.8952 1.457486
1.505132 358.5249 359.6957 1.517223
1.535273 359.5853 359.2772 1.773333
1.567665 0.1794427 358.7046 2.067686
1.598551 0.6696358 357.9517 2.33497
1.631884 1.264161 357.1024 2.615792
1.665217 3.475523 353.5698 2.369059
1.698551 3.636933 353.5506 2.291669
1.731884 5.504514 353.4374 2.230363
1.765217 5.312978 353.4225 2.086838
1.796593 5.585255 354.0771 2.115395
1.827391 6.101522 354.9667 2.106313
1.857651 6.820818 355.6165 2.17028
1.888038 6.966467 356.0828 2.18346
1.921372 7.035933 356.8832 2.203977
1.953012 7.325568 357.6799 2.265982
1.986345 7.451612 358.2901 2.222966
2.017659 7.149877 358.7396 2.053609
2.044578 7.023313 359.0309 1.794952
2.077912 6.851534 359.3706 1.712428
2.108667 6.79398 359.6528 1.661252
2.142001 6.738329 0.1318687 1.595575
2.169456 6.561598 0.7593734 1.594003
2.202546 6.645931 1.096521 1.595571
2.235879 6.906131 1.676397 1.685425
2.263997 7.069653 2.193757 1.69616
2.295233 7.376645 2.48794 1.722734
2.328566 7.492448 2.556808 1.846676
2.358743 7.49151 2.40432 1.892724
2.392076 7.595653 2.151163 1.871987
2.420268 7.675738 1.803476 1.890593
2.453216 7.794947 1.475775 1.907406
2.48655 8.008153 1.210103 1.953986
2.519883 7.96275 1.087782 2.163634
2.553216 7.920025 0.9832178 2.358339
2.582867 7.824188 0.9147014 2.504865
2.610567 7.549749 0.6764591 2.756004
2.639184 7.348265 0.3795703 2.882724
2.668294 7.200587 0.1631001 2.954884
2.701627 6.905 359.8551 3.034936
2.731651 6.652686 359.5816 3.090481
2.763676 6.402606 359.307 3.088384
2.792808 6.064795 359.0723 3.092209
2.821933 5.794171 358.9118 3.092639
2.855266 5.585311 358.8009 3.135331
2.88519 5.173943 358.7087 3.174008
2.915546 4.779501 358.7085 3.249976
2.946314 4.629941 358.7256 3.313966
2.975758 4.387066 358.7672 3.396406
3.009091 4.20039 358.7842 3.44748
3.03988 4.144247 358.7727 3.463172
3.073213 4.015628 358.7468 3.508623
