時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.07 356.7805 359.7115 359.3015
0.1180603 356.7766 359.728 359.3219
0.1451149 356.7656 359.7291 359.3263
0.1615468 356.7378 359.701 359.3351
0.1744372 356.7533 359.6761 359.3869
0.1902179 356.7383 359.6854 359.423
0.2028924 356.7207 359.6834 359.4164
0.2151601 356.6886 359.6816 359.425
0.227958 356.6704 359.6721 359.4349
0.2433903 356.6436 359.6796 359.456
0.2555929 356.6222 359.6939 359.4393
0.2674257 356.6085 359.6866 359.4109
0.27978 356.5963 359.6933 359.3949
0.2954634 356.5757 359.6977 359.371
0.3083362 356.5889 359.6951 359.3631
0.3200653 356.683 359.6768 359.3945
0.3340068 356.7307 359.6806 359.4192
0.3473675 356.7652 359.6785 359.4189
0.3594467 356.7838 359.6718 359.4253
0.3713957 356.8094 359.6622 359.439
0.3844164 356.8364 359.6722 359.4507
0.3968682 356.8724 359.6304 359.4659
0.4097772 356.9011 359.6101 359.4741
0.4263446 356.9051 359.5905 359.4762
0.4389089 356.9155 359.5822 359.4753
0.4512121 356.9354 359.5557 359.4857
0.4642676 356.9446 359.5343 359.4971
0.477136 356.9445 359.5137 359.5035
0.4896671 356.9184 359.4896 359.4782
0.5051085 356.8905 359.5013 359.4674
0.5188267 356.8839 359.4997 359.4644
0.5314162 356.8313 359.4876 359.4691
0.5439695 356.8236 359.4966 359.4753
0.5566011 356.8002 359.5258 359.4919
0.5697616 356.7975 359.5302 359.4875
0.5818983 356.778 359.5515 359.4749
0.5944991 356.7559 359.5727 359.4678
0.6065471 356.7288 359.6054 359.4599
0.6192144 356.6746 359.6362 359.4396
0.6324875 356.6513 359.6534 359.4431
0.6461359 356.6271 359.669 359.4363
0.6587888 356.6147 359.6909 359.4229
0.6705482 356.6141 359.6981 359.4031
0.6832873 356.6238 359.726 359.4131
0.6961796 356.6098 359.7221 359.409
0.7098261 356.6138 359.7163 359.407
0.7217734 356.623 359.7221 359.4095
0.734722 356.6383 359.7124 359.4151
0.7489823 356.6405 359.7155 359.4129
0.7612492 356.6475 359.6999 359.4409
0.7733357 356.641 359.6885 359.4554
0.7861462 356.6229 359.6641 359.5001
0.7998394 356.5918 359.659 359.5181
0.8122573 356.571 359.6526 359.5357
0.8244258 356.5315 359.6474 359.5466
0.8368406 356.5099 359.6218 359.5633
0.8503531 356.4844 359.6237 359.5702
0.8627204 356.4462 359.6049 359.581
0.875158 356.4063 359.5919 359.6046
0.888005 356.3938 359.5813 359.6189
0.9001943 356.3544 359.5768 359.6398
0.9151197 356.346 359.5847 359.6356
0.9278946 356.3161 359.5775 359.6444
0.9404903 356.2786 359.5668 359.6204
0.9525106 356.2546 359.5769 359.6111
0.9649233 356.2464 359.584 359.5856
0.9777592 356.2188 359.5976 359.5467
0.9904124 356.2224 359.6071 359.5237
1.003198 356.2093 359.6057 359.4938
1.01625 356.2387 359.6127 359.4728
1.029146 356.2797 359.614 359.4813
1.040765 356.4139 359.6204 359.4754
1.052755 356.4614 359.6418 359.4991
1.065493 356.5214 359.6476 359.5015
1.078025 356.5448 359.6492 359.5071
1.090583 356.5647 359.6583 359.5022
1.102975 356.575 359.642 359.507
1.117916 356.6046 359.6523 359.51
1.13185 356.6142 359.6336 359.4924
1.144265 356.6431 359.6326 359.4911
1.158104 356.6524 359.6061 359.501
1.170665 356.6442 359.5807 359.5166
1.184603 356.6061 359.5702 359.5073
1.197334 356.578 359.5432 359.4861
1.209959 356.5628 359.5436 359.4844
1.222381 356.5116 359.5406 359.4652
1.23511 356.4917 359.5475 359.4629
1.247873 356.4495 359.5405 359.4733
1.260355 356.4105 359.5646 359.4961
1.272412 356.3834 359.5716 359.4892
1.285493 356.3581 359.5816 359.4745
1.304279 356.3206 359.6018 359.4792
1.319658 356.23 359.6158 359.4852
1.331906 356.1951 359.6354 359.4704
1.343754 356.1357 359.6444 359.4851
1.356825 356.0895 359.6732 359.4759
1.369013 356.0608 359.6576 359.4674
