時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.07 350.7177 330.995 352.4305
0.1152638 350.7072 331.0013 352.4207
0.1284781 350.7092 330.9912 352.4307
0.1405552 350.7101 331.0051 352.4286
0.1524611 350.7112 330.9936 352.4347
0.1641385 350.7066 331.0128 352.4263
0.1756033 350.6939 331.0011 352.4295
0.1873638 350.7091 331.0078 352.419
0.198498 350.701 330.9861 352.4401
0.2093718 350.7091 331.007 352.4262
0.2207495 350.7017 331.0085 352.4292
0.2316855 350.6969 331.0054 352.4297
0.2422535 350.6969 331.0024 352.4234
0.2531235 350.6996 331.0047 352.4312
0.2639703 350.7103 331.0108 352.4321
0.275195 350.7085 331.0202 352.4231
0.2862694 350.7007 331.0064 352.4199
0.2978381 350.7098 331.0172 352.4151
0.3086403 350.7069 331.0203 352.4195
0.319726 350.6926 331.0168 352.4077
0.330618 350.7021 331.0174 352.4253
0.3413092 350.7101 331.007 352.4182
0.3522144 350.7189 331.0099 352.4136
0.3635829 350.7102 331.0005 352.4171
0.3781464 350.7052 331.0211 352.4176
0.3888589 350.7075 331.0146 352.4156
0.405095 350.7096 331.0163 352.416
0.4159171 350.6977 331.0143 352.4105
0.4264305 350.7073 331.0139 352.4064
0.4371547 350.7155 331.0323 352.4008
0.4483894 350.7059 331.0231 352.4081
0.4592966 350.7147 331.0244 352.4063
0.47004 350.6983 331.0234 352.4019
0.4813592 350.7025 331.028 352.4138
0.492335 350.7112 331.0272 352.4011
0.5034886 350.7054 331.0331 352.4151
0.5156216 350.7037 331.0269 352.3979
0.5273649 350.7085 331.0128 352.4107
0.5393917 350.7138 331.0215 352.4059
0.5517962 350.7038 331.0317 352.4173
0.5639926 350.7128 331.0274 352.4097
0.5746686 350.7173 331.0151 352.4129
0.5860698 350.7013 331.0122 352.4178
0.5966047 350.7102 331.0098 352.4055
0.6078692 350.7132 331.0264 352.4185
0.6189802 350.7144 331.0249 352.4011
0.6298544 350.7173 331.0264 352.4045
0.6405875 350.7063 331.0176 352.4163
0.6512916 350.7159 331.0217 352.401
0.6622253 350.7159 331.0293 352.4051
0.6728209 350.7155 331.0335 352.4059
0.6836699 350.7175 331.0362 352.4113
0.6942419 350.7095 331.0386 352.4099
0.7048694 350.7092 331.0252 352.4129
0.7156415 350.7196 331.0367 352.4055
0.7271375 350.7112 331.0267 352.4082
0.7377253 350.7294 331.0319 352.4097
0.7485441 350.7027 331.0406 352.3993
0.7590877 350.7199 331.0206 352.4053
0.7741763 350.7057 331.0256 352.4129
0.785555 350.713 331.0267 352.4174
0.7961932 350.7008 331.0171 352.4012
0.8068504 350.7078 331.0309 352.4159
0.817485 350.7119 331.0253 352.4097
0.8286445 350.7135 331.0244 352.4088
0.839253 350.6945 331.039 352.4082
0.8504886 350.7044 331.0429 352.4008
0.8613128 350.6966 331.0475 352.4084
0.8734874 350.7045 331.0417 352.414
0.8848039 350.6978 331.0301 352.4073
0.8959984 350.7055 331.0408 352.404
0.9068719 350.7023 331.0402 352.4186
0.9174492 350.6873 331.0345 352.4117
0.9283622 350.7081 331.0441 352.4187
0.9393431 350.7057 331.0341 352.4183
0.9500397 350.6938 331.0448 352.4193
0.9607731 350.704 331.0443 352.4156
0.9714019 350.7116 331.0413 352.4175
0.9866354 350.7149 331.0404 352.414
1.019687 350.7239 331.0437 352.4133
1.050035 350.7105 331.0303 352.4049
1.06812 350.7046 331.0399 352.4211
1.078742 350.709 331.039 352.4269
1.090594 350.7159 331.0285 352.425
1.102087 350.7166 331.0213 352.4299
1.112702 350.7108 331.0312 352.4283
1.123414 350.7011 331.0368 352.4163
1.135965 350.7059 331.0332 352.4326
1.165161 350.6938 331.0361 352.4252
1.196238 350.7074 331.0298 352.4209
1.233136 350.7113 331.0399 352.4257
1.264629 350.7134 331.0246 352.4229
1.291626 350.7231 331.0333 352.4225
1.308409 350.7125 331.038 352.4308
1.319633 350.7066 331.0319 352.4229
1.330262 350.713 331.0213 352.4406
