時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.05333333 339.9493 346.439 355.4937
0.08666666 341.7958 349.0644 355.4037
0.12 341.779 349.0092 355.4184
0.1493035 341.6839 348.6411 355.4369
0.1799382 341.4565 348.4025 355.4923
0.2104401 341.1737 348.1844 355.72
0.2437152 341.0714 348.1504 355.7414
0.2732005 340.9073 348.2009 355.7186
0.3065338 340.8425 348.2983 355.8737
0.335941 340.8537 348.4438 355.8604
0.3678224 340.8166 348.5284 355.7731
0.3974757 340.774 348.6481 355.7629
0.4266236 340.7879 348.7192 355.8291
0.4564427 340.8033 348.7942 355.9023
0.4864171 340.8016 348.8981 356.0645
0.5197505 340.7399 348.9665 356.2455
0.5516077 340.5847 348.9763 356.6349
0.5845485 340.5414 349.0262 356.8369
0.6173165 340.5091 349.0902 356.8102
0.649211 340.4648 349.2143 356.6248
0.6825444 340.4938 349.2669 356.4725
0.7158777 340.4692 349.3615 356.2971
0.7479929 340.2115 349.4851 356.2118
0.7785821 340.0412 349.7045 356.1557
0.8078823 339.9099 349.8877 356.1026
0.8412157 339.7988 349.945 356.1763
0.8726038 339.7788 350.1424 356.237
0.901195 339.834 350.2942 356.204
0.9345284 339.891 350.4138 356.1637
0.9666314 339.9493 350.5381 356.2105
0.9970089 339.9995 350.6216 356.24
1.027624 340.2043 350.6949 356.3097
1.060958 340.5997 350.7269 356.4203
1.089176 341.1888 350.7474 356.554
1.122075 341.7702 350.832 356.5935
1.153532 343.1657 351.086 356.7224
1.185276 345.1088 351.7479 356.8611
1.21861 347.4185 352.6668 357.1024
1.251393 349.9163 353.7001 357.706
1.281335 352.5147 355.1353 358.2849
1.314522 354.9739 356.703 358.5853
1.345573 356.8135 358.2011 359.112
1.375589 357.8209 359.5315 359.694
1.408923 359.2206 1.057313 0.2000207
1.440684 359.9065 1.831037 0.2993009
1.474017 0.2777838 2.200067 0.2918919
1.50735 0.3855151 2.203403 0.2668517
1.539088 0.4701742 2.007072 0.3754574
1.568949 0.9303049 1.487364 0.5943192
1.602282 1.259866 0.8906731 0.6008254
1.632093 1.695701 0.3923049 0.4484887
1.665426 1.908039 0.03705274 0.2947587
1.696861 2.114094 359.3187 359.6568
1.728902 2.073008 358.7354 358.5739
1.758273 2.24566 358.4538 357.8181
1.787743 2.971515 358.1588 357.3904
1.818902 3.434749 358.1662 357.1274
1.852235 3.483209 358.3108 356.9844
1.883696 3.63205 359.032 357.3892
1.915528 3.618033 359.3984 357.7881
1.945328 3.503137 359.6923 358.3399
1.975687 3.289514 359.8243 359.21
2.00902 3.172567 359.684 0.06765647
2.042353 2.662865 359.004 0.3663981
2.071861 2.409542 358.5213 0.1112365
2.103786 2.224407 358.1496 0.001331559
2.13573 2.150154 357.9773 0.03366177
2.169063 2.484213 357.9006 0.136218
2.202396 5.164593 356.3539 0.08550038
2.23573 4.918588 356.4556 0.04070755
2.266301 4.035597 356.9544 0.1058343
2.299634 3.50468 357.2786 359.9599
2.332968 2.135019 357.6029 359.5765
2.366301 0.834771 357.7368 359.4294
2.39649 359.7942 357.8624 359.1503
2.426764 359.3644 358.0195 359.2005
2.460097 359.5023 358.0839 359.3447
2.493431 359.4647 358.2389 359.4704
2.523515 359.0927 358.5564 359.7102
2.554127 359.0888 358.697 359.9186
2.584756 359.2241 358.6837 0.005678141
2.617391 359.0494 358.9177 359.9381
2.650724 358.8442 359.0756 359.9316
2.684057 358.8966 359.1081 0.1196603
2.716084 358.8674 359.3004 0.4904297
2.748028 358.6573 359.572 0.5372099
2.7786 358.4342 359.7528 0.5948351
2.811933 357.9989 359.8555 0.8696762
2.845266 357.6479 359.8812 1.057215
2.873846 357.4366 359.6655 1.322754
2.90718 357.2653 359.3214 1.10635
2.938542 356.745 359.0204 0.7471492
2.971876 356.2895 358.8964 0.587499
3.003376 355.7804 358.7115 0.4169461
3.036709 355.0956 358.5711 359.9231
3.066792 354.4622 358.5286 359.7361
3.096891 354.179 358.4824 359.5021
