時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.05333333 3.75541 357.2046 358.8742
0.08666666 5.588593 2.301589 358.9697
0.12 5.622811 2.351276 359.0363
0.1533333 5.675452 2.556467 359.34
0.1866667 5.156579 2.411786 359.6334
0.22 4.66424 2.238288 359.7487
0.2533333 4.320594 1.998375 359.8294
0.2850875 4.048182 1.783721 359.9459
0.3184209 4.011517 1.570401 0.01091341
0.3482235 4.048916 1.348822 0.0004775877
0.3769527 3.991685 1.278659 359.8776
0.4102861 3.854743 1.270203 359.6971
0.4421108 3.640384 1.430123 359.4455
0.4731103 3.579756 1.553462 359.3927
0.5019993 3.474061 1.640134 359.3864
0.5330603 3.319899 1.749334 359.3695
0.5643938 3.367282 1.78357 359.3498
0.5966157 3.516263 1.704138 359.2406
0.6289077 3.563063 1.614445 359.2011
0.659907 3.603128 1.478184 359.3119
0.6896836 3.720148 1.480043 359.3034
0.7230169 3.842021 1.554211 359.2527
0.7555197 4.182693 1.781983 359.2322
0.7854668 4.539982 2.117299 359.2653
0.8165434 4.784334 2.449295 359.3035
0.8498768 5.02694 2.806076 359.284
0.8785338 5.239017 3.125645 359.2432
0.9085135 5.405625 3.298187 359.2509
0.9392831 5.665245 3.419185 359.2572
0.9726164 5.933456 3.443982 359.1652
1.004668 6.109238 3.394116 359.1267
1.036292 6.188017 3.27038 359.0856
1.069625 6.229424 2.980634 359.0324
1.100869 6.213727 2.691185 359.0067
1.131728 6.188871 2.306604 358.9721
1.161241 6.284073 1.82178 358.9128
1.190064 6.351051 1.470296 358.9244
1.223397 6.49071 0.9370583 358.9003
1.25545 6.733302 0.3785108 358.8651
1.288783 6.984946 359.8781 358.7784
1.320149 7.223619 359.4884 358.7618
1.352959 7.399979 359.1661 358.7627
1.384761 7.521134 358.9344 358.6693
1.418095 7.602519 358.7924 358.6319
1.451428 7.595106 358.7057 358.6519
1.484761 7.574045 358.6734 358.6896
1.518095 7.599858 358.6501 358.7422
1.548262 7.667284 358.6712 358.8038
1.578284 7.71888 358.6616 358.804
1.610006 7.794395 358.6476 358.798
1.63852 7.817767 358.607 358.8091
1.668255 7.873382 358.5577 358.785
1.698759 7.936262 358.5123 358.7775
1.728398 7.918417 358.4679 358.7664
1.759684 7.858209 358.382 358.7688
1.790362 7.834836 358.3279 358.6839
1.823696 7.763325 358.2982 358.6148
1.854269 7.678316 358.2005 358.6014
1.887413 7.561936 358.1239 358.5612
1.920746 7.476647 358.0989 358.5343
1.95408 7.381552 358.0902 358.4867
1.985593 7.286023 358.1127 358.4924
2.018603 7.257341 358.1338 358.541
2.047476 7.247736 358.1466 358.6638
2.080056 7.333183 358.174 358.7659
2.111931 7.452058 358.2268 358.7941
2.143351 7.733366 358.3127 358.8765
2.174784 8.030295 358.4341 358.9391
2.205582 8.160772 358.5478 358.9571
2.238915 8.368706 358.7073 358.9261
2.271005 8.50072 358.8253 358.9478
2.302402 8.589169 358.8929 358.8745
2.332518 8.707643 358.9199 358.8026
2.365851 8.842702 358.9303 358.7831
2.397273 8.913739 358.9037 358.6913
2.430606 8.90788 358.9159 358.5629
2.460504 8.989648 359.0009 358.542
2.490811 9.022391 359.1311 358.4835
2.523171 9.018194 359.1921 358.4056
2.552747 9.010441 359.2761 358.3045
2.58608 9.072472 359.3755 358.1802
2.616324 9.221631 359.4079 358.2244
2.647267 9.249484 359.4167 358.301
2.67765 9.315656 359.3771 358.4113
2.710931 9.497677 359.313 358.5717
2.741659 9.56053 359.3148 358.6871
2.771113 9.683866 359.3463 358.7812
2.802809 9.832978 359.5919 358.8601
2.836143 9.830591 359.9273 359.0134
2.869476 9.730264 0.3107399 359.1732
2.90281 9.731112 0.667776 359.3461
2.933528 9.917854 1.106606 359.5179
2.965445 9.96306 1.439206 359.6326
2.995351 10.09607 1.72856 359.6931
3.024807 10.23399 1.949288 359.7188
3.057247 10.33892 2.302902 359.7612
3.088116 10.34284 2.631661 359.8622
