時間[s] x軸周り[deg] y軸周り[deg] z軸周り[deg]
0 0 0 0
0.02 0 0 0
0.05333333 359.8404 349.8375 0.5616621
0.08666666 0.3185962 350.5881 359.7676
0.12 0.2373834 350.8042 359.8886
0.1533333 359.0218 352.8046 0.6098404
0.1866667 358.6925 355.3185 1.162176
0.2145059 358.5326 356.3296 1.342258
0.2478392 358.6171 356.946 1.330838
0.2794493 359.0143 358.1113 1.882735
0.3127826 359.6917 358.4951 2.183248
0.3435919 0.5919617 358.5568 2.108132
0.3769253 1.500153 358.5982 2.208798
0.4079728 3.570938 358.4304 1.614276
0.4413061 5.007732 358.3501 0.9657119
0.4742242 6.818517 358.3315 0.1858521
0.5075264 7.207282 358.3891 0.06524976
0.5408597 7.617024 358.7097 0.06443051
0.5713776 7.264812 358.9785 359.679
0.5998121 7.317975 358.8072 359.1914
0.6324431 7.2042 358.6258 358.8908
0.6657764 6.935032 358.0757 358.6529
0.6991098 7.382282 357.19 358.2826
0.7324431 7.419209 356.1455 358.5711
0.7629586 6.925774 355.4349 358.5026
0.7962919 6.155403 354.8318 358.0314
0.8278654 5.420072 354.3159 357.6775
0.8605343 4.556889 353.7292 357.1716
0.8930295 3.699367 353.3887 356.6325
0.9212486 2.871131 353.1281 356.2456
0.9524658 2.318151 352.9792 355.9656
0.9830289 1.429682 352.8445 355.6082
1.016362 0.5643167 352.942 355.4807
1.045186 359.6991 353.5331 355.7478
1.076588 359.4185 354.0996 355.9442
1.109921 359.0004 355.1304 356.1872
1.139511 358.7066 356.5081 356.6207
1.167993 358.7752 357.6964 357.0053
1.197648 358.7988 358.4754 357.0675
1.225688 358.8467 359.5969 357.2331
1.257705 358.8971 0.2768891 357.3864
1.286867 358.732 1.144907 357.6601
1.320201 358.629 1.646726 357.688
1.350657 358.6579 2.362706 357.6717
1.381919 358.7301 2.641587 357.6809
1.413267 358.7248 2.872596 357.6435
1.4466 358.4568 2.896643 357.6668
1.4768 358.2237 2.867791 357.6372
1.507892 358.0563 2.802849 357.4861
1.537948 357.9633 2.687139 357.4965
1.568343 357.8372 2.419798 357.5993
1.597944 357.7599 2.065344 357.7919
1.628031 357.8673 1.495675 357.826
1.657833 357.9929 0.9947569 357.7399
1.689404 358.427 0.02054049 357.7155
1.722737 358.914 358.7714 357.776
1.752586 359.1838 357.0832 357.8145
1.785198 359.3856 355.1173 357.8491
1.815574 359.4152 352.6765 357.8622
1.847136 359.2887 350.6928 357.8681
1.880469 358.8745 347.5757 357.7834
1.910444 357.8912 344.5047 357.4843
1.941015 356.1513 341.3661 357.3375
1.969851 355.5408 338.8694 357.5872
1.999337 355.4463 337.65 357.7505
2.027004 355.4861 336.851 357.8407
2.056612 355.7592 336.8681 357.9938
2.085362 356.4729 337.6766 358.3598
2.116601 356.9661 339.0716 358.4804
2.145659 357.2694 340.2967 358.3934
2.178661 357.8233 342.0901 358.2546
2.207708 358.4062 343.8691 358.185
2.239687 358.8988 344.9565 358.2489
2.268439 359.551 346.6325 358.374
2.301772 359.775 348.0005 358.5661
2.335105 0.07271702 349.889 359.0235
2.367099 0.4437123 352.0527 359.4567
2.396702 0.2145024 354.8247 0.09901971
2.426949 0.3798555 356.9236 0.6376312
2.460282 0.5441103 358.3758 0.8340011
2.493616 0.8513116 0.4156471 0.9161453
2.524693 0.9840568 1.549736 0.8901213
2.558027 0.8706201 2.227527 0.6775367
2.59136 1.154892 2.525961 0.1625414
2.624694 1.522667 2.572809 359.598
2.657243 1.539496 2.347914 359.0587
2.689843 1.51593 2.210401 358.4051
2.718405 1.570621 2.377853 357.9473
2.750013 1.560392 2.609648 357.5558
2.778982 1.675027 2.827009 357.1609
2.811369 1.827764 2.933223 356.9857
2.838897 1.906247 3.046981 356.7544
2.872231 1.871238 3.093107 356.6811
2.903893 1.766129 3.092912 356.7504
2.937226 1.718581 3.061934 356.8883
2.967802 1.686531 2.858864 357.261
2.999741 1.633077 2.56523 357.448
3.032458 1.283481 2.348588 357.5049
3.064096 1.067845 2.235445 357.5114
